Date,Country,PageViews,UniqueVisitors,AvgSessionDuration
2011-06-03,United Kingdom,1183,870,1.97
2011-06-03,United Kingdom,652,433,4.2
2011-06-03,United Kingdom,1364,829,2.37
2011-06-03,United Kingdom,1006,628,2.03
2011-06-03,United Kingdom,1612,1018,3.53
2011-06-03,United Kingdom,305,122,4.49
2011-06-03,United Kingdom,1736,994,2.2
2011-06-03,United Kingdom,993,406,1.9
2011-06-03,Germany,3958,2235,1.3
2011-06-03,United Kingdom,1135,893,2.0
2011-06-03,United Kingdom,1367,921,3.7
2011-06-03,United Kingdom,1709,989,2.21
2011-06-03,Poland,2106,1462,3.35
2011-06-03,Poland,2144,1379,1.48
2011-06-03,United Kingdom,1039,541,3.28
2011-06-03,Spain,2177,1555,3.75
2011-06-03,United Kingdom,1692,714,3.66
2011-06-03,United Kingdom,984,541,3.48
2011-06-03,United Kingdom,1326,596,2.47
2011-06-03,United Kingdom,2572,1418,1.36
2011-06-03,United Kingdom,3989,2194,2.63
2011-06-03,United Kingdom,1129,719,3.25
2011-06-03,Cyprus,947,418,2.73
2011-06-03,United Kingdom,1704,900,3.62
2011-06-03,United Kingdom,1540,853,3.1
2011-06-03,United Kingdom,1410,931,2.89
2011-06-03,United Kingdom,788,500,3.79
2011-06-03,United Kingdom,3628,2203,4.15
2011-06-03,United Kingdom,1874,1230,2.22
2011-06-03,United Kingdom,925,502,2.23
2011-06-03,United Kingdom,662,482,1.67
2011-06-03,United Kingdom,2393,1149,2.97
2011-06-03,United Kingdom,1395,904,3.85
2011-06-03,United Kingdom,1666,1189,3.5
2011-06-03,United Kingdom,3184,2341,1.46
2011-06-03,United Kingdom,2350,1319,1.33
2011-06-03,United Kingdom,924,496,3.42
2011-06-03,United Kingdom,2294,1026,1.77
2011-06-03,United Kingdom,3102,1421,3.48
2011-06-03,United Kingdom,2586,1195,2.95
2011-06-03,United Kingdom,100,73,1.15
2011-06-03,United Kingdom,2085,950,3.32
2011-06-03,United Kingdom,820,535,1.17
2011-06-03,United Kingdom,1391,737,2.38
2011-06-03,United Kingdom,1779,1221,4.14
2011-06-03,United Kingdom,346,156,3.16
2011-06-03,United Kingdom,522,240,1.1
2011-06-03,United Kingdom,1399,834,4.03
2011-06-03,United Kingdom,1652,1009,2.01
2011-06-03,United Kingdom,1266,532,2.07
2011-06-05,United Kingdom,1640,933,1.66
2011-06-05,United Kingdom,590,469,3.38
2011-06-05,United Kingdom,1186,757,4.48
2011-06-05,United Kingdom,300,231,2.12
2011-06-05,United Kingdom,1536,1149,2.17
2011-06-05,United Kingdom,1619,1050,4.19
2011-06-05,United Kingdom,1365,555,3.32
2011-06-05,United Kingdom,2408,1510,4.48
2011-06-05,United Kingdom,1211,828,3.66
2011-06-05,United Kingdom,1982,1548,3.24
2011-06-05,United Kingdom,1274,617,4.35
2011-06-05,United Kingdom,2071,1488,1.31
2011-06-05,Germany,3081,1508,3.91
2011-06-05,United Kingdom,1366,955,4.29
2011-06-05,United Kingdom,1093,822,2.48
2011-06-05,United Kingdom,1493,680,2.14
2011-06-05,United Kingdom,2911,1576,1.37
2011-06-05,United Kingdom,2338,1454,2.71
2011-06-05,United Kingdom,2855,1200,1.28
2011-06-05,France,2337,1835,2.93
2011-06-05,United Kingdom,1397,721,3.32
2011-06-05,United Kingdom,149,104,2.69
2011-06-05,United Kingdom,2470,1860,2.19
2011-06-05,United Kingdom,1360,670,1.02
2011-06-05,United Kingdom,835,483,1.52
2011-06-05,United Kingdom,1253,642,1.45
2011-06-05,United Kingdom,2757,1663,3.23
2011-06-05,United Kingdom,1515,868,2.44
2011-06-05,United Kingdom,1590,741,2.09
2011-06-05,European Community,1056,484,3.64
2011-06-05,United Kingdom,1491,970,3.15
2011-06-05,United Kingdom,2003,927,2.05
2011-06-05,United Kingdom,1956,1122,2.82
2011-06-05,United Kingdom,1676,928,2.27
2011-06-05,France,222,138,1.2
2011-06-05,United Kingdom,2136,1160,2.42
2011-06-05,United Kingdom,1749,832,1.72
2011-06-05,United Kingdom,600,457,2.08
2011-06-05,United Kingdom,775,312,1.39
2011-06-05,United Kingdom,1477,919,3.81
2011-06-05,Germany,2197,1162,1.91
2011-06-05,United Kingdom,3982,2948,2.22
2011-06-05,United Kingdom,2264,1161,3.95
2011-06-05,United Kingdom,2889,2309,3.3
2011-06-05,United Kingdom,491,219,1.89
2011-06-05,United Kingdom,296,221,1.14
2011-06-05,United Kingdom,299,149,3.12
2011-06-05,United Kingdom,2045,938,4.1
2011-06-05,United Kingdom,1698,776,2.11
2011-06-05,United Kingdom,363,223,3.75
2011-06-05,United Kingdom,691,471,2.55
2011-06-05,United Kingdom,1074,447,2.07
2011-06-05,United Kingdom,2362,1731,3.93
2011-06-05,United Kingdom,2158,1074,1.62
2011-06-05,France,1797,1305,4.23
2011-06-05,United Kingdom,2636,2104,3.27
2011-06-05,Belgium,1663,1267,3.99
2011-06-05,United Kingdom,737,525,2.31
2011-06-05,Belgium,1558,881,3.84
2011-06-05,United Kingdom,2072,1593,1.51
2011-06-05,United Kingdom,724,398,1.81
2011-06-05,United Kingdom,2649,1852,1.5
2011-06-05,United Kingdom,1481,690,1.59
2011-06-05,United Kingdom,1994,1476,1.31
2011-06-05,United Kingdom,790,321,2.91
2011-06-06,United Kingdom,767,454,3.47
2011-06-06,United Kingdom,2406,1636,4.34
2011-06-06,United Kingdom,2872,1519,3.34
2011-06-06,United Kingdom,1124,894,1.86
2011-06-06,United Kingdom,2129,1129,2.4
2011-06-06,United Kingdom,579,259,1.92
2011-06-06,United Kingdom,798,522,1.37
2011-06-06,Netherlands,622,336,1.77
2011-06-06,United Kingdom,537,262,1.72
2011-06-06,United Kingdom,604,374,1.0
2011-06-06,United Kingdom,431,245,1.4
2011-06-06,United Kingdom,2399,1123,2.14
2011-06-06,United Kingdom,2208,908,3.57
2011-06-06,United Kingdom,1946,1452,3.23
2011-06-06,United Kingdom,1075,847,4.18
2011-06-06,United Kingdom,830,367,1.09
2011-06-06,United Kingdom,999,703,1.72
2011-06-06,United Kingdom,670,271,3.56
2011-06-06,Germany,1176,738,2.94
2011-06-06,United Kingdom,1053,678,1.45
2011-06-06,United Kingdom,1519,811,3.52
2011-06-06,United Kingdom,681,540,2.22
2011-06-06,United Kingdom,1653,855,3.93
2011-06-06,United Kingdom,359,190,1.71
2011-06-06,United Kingdom,1043,563,2.27
2011-06-06,United Kingdom,912,675,1.93
2011-06-06,United Kingdom,894,578,3.29
2011-06-06,United Kingdom,2633,1826,3.39
2011-06-06,United Kingdom,849,583,4.43
2011-06-06,United Kingdom,2876,2214,3.88
2011-06-06,United Kingdom,107,68,3.05
2011-06-06,United Kingdom,2260,1495,1.65
2011-06-06,United Kingdom,365,263,1.08
2011-06-06,United Kingdom,3113,2119,1.09
2011-06-06,France,1702,943,3.71
2011-06-06,United Kingdom,2115,1233,3.78
2011-06-06,United Kingdom,2299,1162,1.31
2011-06-06,United Kingdom,1190,735,4.15
2011-06-06,United Kingdom,3052,1779,3.58
2011-06-06,United Kingdom,2368,1569,2.69
2011-06-06,United Kingdom,1910,1269,2.71
2011-06-06,United Kingdom,1470,590,2.48
2011-06-06,United Kingdom,956,404,1.55
2011-06-06,United Kingdom,2430,1927,2.92
2011-06-06,United Kingdom,1893,1143,2.57
2011-06-06,United Kingdom,2112,1065,1.89
2011-06-06,EIRE,919,533,2.14
2011-06-06,United Kingdom,2792,1768,2.53
2011-06-06,United Kingdom,1265,643,2.75
2011-06-06,United Kingdom,2185,1731,1.64
2011-06-06,United Kingdom,2498,1459,4.11
2011-06-06,United Kingdom,2459,1833,2.92
2011-06-06,United Kingdom,1061,445,1.36
2011-06-06,United Kingdom,100,40,3.19
2011-06-06,United Kingdom,903,462,2.17
2011-06-06,United Kingdom,1974,946,2.9
2011-06-06,United Kingdom,1204,740,3.33
2011-06-06,Germany,2135,1640,2.13
2011-06-06,United Kingdom,1264,774,3.42
2011-06-06,European Community,1663,1257,1.85
2011-06-06,United Kingdom,1197,624,2.66
2011-06-06,United Kingdom,1328,731,3.35
2011-06-06,United Kingdom,1734,1180,1.46
2011-06-06,United Kingdom,443,312,1.22
2011-06-06,Spain,249,122,1.85
2011-06-06,United Kingdom,2052,1063,2.1
2011-06-06,United Kingdom,1534,706,3.77
2011-06-06,United Kingdom,1430,586,1.84
2011-06-06,United Kingdom,2597,1553,1.3
2011-06-07,United Kingdom,2391,1175,3.89
2011-06-07,United Kingdom,1829,1232,2.26
2011-06-07,United Kingdom,3535,2670,2.91
2011-06-07,United Kingdom,1814,1411,3.32
2011-06-07,United Kingdom,1517,838,4.12
2011-06-07,United Kingdom,428,267,3.0
2011-06-07,United Kingdom,2436,1191,2.86
2011-06-07,Belgium,1305,614,2.56
2011-06-07,United Kingdom,210,132,1.97
2011-06-07,United Kingdom,1906,1208,2.46
2011-06-07,United Kingdom,767,605,4.27
2011-06-07,United Kingdom,1714,1237,2.61
2011-06-07,United Kingdom,583,428,1.55
2011-06-07,United Kingdom,128,100,2.64
2011-06-07,United Kingdom,407,229,2.01
2011-06-07,United Kingdom,1388,929,2.55
2011-06-07,United Kingdom,829,583,4.18
2011-06-07,United Kingdom,1654,1005,1.87
2011-06-07,United Kingdom,1340,931,4.36
2011-06-07,United Kingdom,1516,873,3.09
2011-06-07,United Kingdom,761,495,2.86
2011-06-07,United Kingdom,1640,699,4.48
2011-06-07,United Kingdom,1174,822,2.56
2011-06-07,United Kingdom,2648,1380,3.65
2011-06-07,United Kingdom,1821,1225,1.28
2011-06-07,United Kingdom,2320,1589,2.94
2011-06-07,United Kingdom,789,502,1.65
2011-06-07,United Kingdom,822,592,1.83
2011-06-07,United Kingdom,1253,543,2.95
2011-06-07,United Kingdom,1814,772,1.18
2011-06-07,United Kingdom,1005,760,4.25
2011-06-07,United Kingdom,100,69,1.03
2011-06-07,United Kingdom,1701,915,3.54
2011-06-07,United Kingdom,862,436,1.52
2011-06-07,United Kingdom,2890,1225,1.34
2011-06-07,United Kingdom,2686,1594,1.79
2011-06-07,United Kingdom,1700,1276,3.0
2011-06-07,United Kingdom,1621,807,4.35
2011-06-07,Italy,1230,858,2.21
2011-06-07,United Kingdom,2342,1371,1.85
2011-06-07,United Kingdom,935,546,2.68
2011-06-07,United Kingdom,1253,728,3.33
2011-06-07,United Kingdom,3065,1718,1.2
2011-06-07,United Kingdom,2271,1360,2.03
2011-06-07,United Kingdom,2083,886,2.02
2011-06-07,United Kingdom,1801,1260,4.46
2011-06-07,United Kingdom,2019,1548,2.64
2011-06-07,United Kingdom,1290,1016,2.56
2011-06-07,United Kingdom,1301,539,2.1
2011-06-07,United Kingdom,2268,942,1.32
2011-06-07,United Kingdom,1355,567,3.32
2011-06-07,United Kingdom,2382,1112,2.83
2011-06-07,United Kingdom,1573,894,3.49
2011-06-07,EIRE,1380,694,2.09
2011-06-07,United Kingdom,2065,1498,3.23
2011-06-07,United Kingdom,1056,804,2.3
2011-06-07,United Kingdom,288,145,1.7
2011-06-07,Portugal,2010,893,2.73
2011-06-07,United Kingdom,2784,2038,2.41
2011-06-07,United Kingdom,1963,1553,4.05
2011-06-07,United Kingdom,1854,864,4.41
2011-06-07,United Kingdom,1344,547,3.46
2011-06-07,United Kingdom,1639,690,2.19
2011-06-07,United Kingdom,2940,2247,2.75
2011-06-07,United Kingdom,686,331,4.3
2011-06-07,United Kingdom,2355,1572,4.26
2011-06-07,United Kingdom,1918,1361,1.27
2011-06-07,United Kingdom,1164,542,3.72
2011-06-07,United Kingdom,1263,647,2.76
2011-06-07,United Kingdom,215,118,3.9
2011-06-07,United Kingdom,1194,581,3.04
2011-06-07,United Kingdom,1482,911,3.96
2011-06-07,Germany,420,278,2.78
2011-06-07,United Kingdom,813,507,1.72
2011-06-07,United Kingdom,2072,1647,1.65
2011-06-07,United Kingdom,1986,1107,3.89
2011-06-07,United Kingdom,3439,2154,3.42
2011-06-07,United Kingdom,817,334,3.22
2011-06-07,United Kingdom,2302,1304,3.44
2011-06-07,United Kingdom,2843,1786,2.4
2011-06-07,United Kingdom,1640,1111,4.03
2011-06-07,United Kingdom,1440,593,4.5
2011-06-07,United Kingdom,1441,1037,2.12
2011-06-07,United Kingdom,925,574,1.92
2011-06-07,United Kingdom,2952,2212,3.87
2011-06-07,United Kingdom,1017,730,3.97
2011-06-07,United Kingdom,2991,1334,3.22
2011-06-07,United Kingdom,2420,1922,2.17
2011-06-07,United Kingdom,1776,907,2.34
2011-06-07,United Kingdom,1416,1017,3.36
2011-06-08,Belgium,1779,1333,1.15
2011-06-08,United Kingdom,2143,1504,4.1
2011-06-08,United Kingdom,967,508,1.37
2011-06-08,Malta,1655,665,1.21
2011-06-08,United Kingdom,2110,1206,1.26
2011-06-08,France,910,476,3.33
2011-06-08,United Kingdom,1735,712,1.25
2011-06-08,France,2360,1103,1.69
2011-06-08,France,334,234,2.81
2011-06-08,France,1659,1188,2.64
2011-06-08,United Kingdom,513,336,1.19
2011-06-08,United Kingdom,2380,971,1.47
2011-06-08,France,1599,1225,2.5
2011-06-08,United Kingdom,907,423,1.04
2011-06-08,Switzerland,1755,1121,3.32
2011-06-08,United Kingdom,1726,882,1.62
2011-06-08,United Kingdom,1456,817,2.33
2011-06-08,EIRE,1643,1226,2.78
2011-06-08,United Kingdom,2617,1574,2.46
2011-06-08,United Kingdom,995,461,2.59
2011-06-08,United Kingdom,1931,1513,1.61
2011-06-08,United Kingdom,2681,1606,2.5
2011-06-08,United Kingdom,597,404,4.44
2011-06-08,United Kingdom,1433,1017,4.13
2011-06-08,United Kingdom,1066,745,3.03
2011-06-08,United Kingdom,166,81,3.93
2011-06-08,United Kingdom,858,659,4.16
2011-06-08,United Kingdom,1364,909,3.9
2011-06-08,United Kingdom,2627,1756,2.76
2011-06-08,United Kingdom,2450,1454,3.52
2011-06-08,United Kingdom,1571,1167,3.93
2011-06-08,United Kingdom,2219,1587,1.77
2011-06-08,United Kingdom,3049,1633,3.0
2011-06-08,United Kingdom,2714,2141,2.43
2011-06-08,Portugal,2535,1787,3.07
2011-06-08,United Kingdom,2441,1076,4.48
2011-06-08,United Kingdom,1614,1205,4.2
2011-06-08,United Kingdom,1828,902,1.59
2011-06-08,United Kingdom,450,348,4.25
2011-06-08,United Kingdom,2476,1687,1.99
2011-06-08,United Kingdom,1217,852,1.88
2011-06-08,United Kingdom,1287,778,3.65
2011-06-08,United Kingdom,1373,1080,3.03
2011-06-08,United Kingdom,1486,1185,2.56
2011-06-08,United Kingdom,1177,638,1.26
2011-06-08,United Kingdom,1789,785,2.7
2011-06-08,United Kingdom,890,396,3.62
2011-06-08,United Kingdom,2246,1199,4.24
2011-06-08,United Kingdom,413,248,2.23
2011-06-08,United Kingdom,1078,568,4.3
2011-06-08,United Kingdom,1278,974,3.86
2011-06-08,United Kingdom,1606,828,2.83
2011-06-08,United Kingdom,2464,1194,4.02
2011-06-08,United Kingdom,2459,1411,1.29
2011-06-08,United Kingdom,1712,746,1.82
2011-06-08,United Kingdom,1143,466,3.9
2011-06-08,United Kingdom,1655,941,4.17
2011-06-08,United Kingdom,100,71,3.11
2011-06-08,EIRE,1479,1083,2.66
2011-06-08,United Kingdom,1271,853,2.15
2011-06-08,United Kingdom,870,484,1.45
2011-06-08,United Kingdom,1450,923,1.6
2011-06-08,United Kingdom,1741,900,1.19
2011-06-08,United Kingdom,325,211,1.33
2011-06-08,United Kingdom,2507,1801,1.81
2011-06-08,United Kingdom,1901,1140,4.44
2011-06-08,United Kingdom,2435,1501,2.28
2011-06-08,United Kingdom,1452,825,2.83
2011-06-08,United Kingdom,1769,751,1.65
2011-06-08,United Kingdom,1945,900,4.22
2011-06-08,United Kingdom,2162,1550,2.86
2011-06-08,United Kingdom,1657,890,1.03
2011-06-08,United Kingdom,1155,485,2.56
2011-06-08,United Kingdom,100,60,3.78
2011-06-08,United Kingdom,2063,1183,1.48
2011-06-08,United Kingdom,1240,807,1.49
2011-06-08,United Kingdom,1517,1107,4.3
2011-06-08,United Kingdom,1075,695,1.09
2011-06-08,United Kingdom,100,41,1.16
2011-06-08,United Kingdom,2682,1593,3.32
2011-06-08,United Kingdom,774,512,2.96
2011-06-08,United Kingdom,1116,884,1.56
2011-06-08,United Kingdom,1052,420,2.23
2011-06-08,United Kingdom,532,238,4.02
2011-06-08,United Kingdom,2153,1509,3.29
2011-06-08,United Kingdom,1278,705,2.46
2011-06-08,United Kingdom,100,73,1.77
2011-06-08,United Kingdom,941,516,2.1
2011-06-08,United Kingdom,631,372,3.95
2011-06-08,United Kingdom,465,243,1.52
2011-06-08,United Kingdom,1723,1238,2.62
2011-06-08,United Kingdom,1116,667,1.18
2011-06-08,United Kingdom,822,360,3.86
2011-06-08,United Kingdom,783,502,2.43
2011-06-09,United Kingdom,458,255,1.63
2011-06-09,United Kingdom,2331,1851,3.41
2011-06-09,United Kingdom,980,424,2.18
2011-06-09,United Kingdom,3217,1325,2.55
2011-06-09,United Kingdom,1146,696,2.08
2011-06-09,Germany,2503,1045,4.39
2011-06-09,United Kingdom,2247,1304,4.22
2011-06-09,United Kingdom,419,219,1.32
2011-06-09,Netherlands,1320,684,3.73
2011-06-09,Germany,1797,1026,4.45
2011-06-09,Italy,3198,2111,3.33
2011-06-09,United Kingdom,1233,645,3.06
2011-06-09,United Kingdom,345,166,1.81
2011-06-09,United Kingdom,627,349,1.08
2011-06-09,United Kingdom,2176,1450,3.35
2011-06-09,United Kingdom,2343,1619,2.25
2011-06-09,United Kingdom,2656,1382,3.41
2011-06-09,EIRE,799,336,3.05
2011-06-09,Denmark,2010,1463,3.02
2011-06-09,United Kingdom,2241,1092,1.6
2011-06-09,United Kingdom,551,273,2.68
2011-06-09,United Kingdom,2821,1483,2.79
2011-06-09,United Kingdom,1550,1030,1.51
2011-06-09,United Kingdom,1181,494,3.12
2011-06-09,United Kingdom,1380,667,1.16
2011-06-09,United Kingdom,533,220,2.67
2011-06-09,United Kingdom,1161,598,2.5
2011-06-09,United Kingdom,2372,1776,4.31
2011-06-09,United Kingdom,100,72,3.59
2011-06-09,United Kingdom,1237,646,1.71
2011-06-09,United Kingdom,481,247,3.95
2011-06-09,United Kingdom,3353,1978,4.19
2011-06-09,United Kingdom,363,156,1.01
2011-06-09,United Kingdom,2115,1565,1.99
2011-06-09,United Kingdom,1912,1129,2.87
2011-06-09,United Kingdom,700,358,2.92
2011-06-09,Sweden,580,363,3.04
2011-06-09,United Kingdom,1045,675,1.82
2011-06-09,United Kingdom,403,196,3.04
2011-06-09,United Kingdom,1915,1019,3.54
2011-06-09,United Kingdom,100,55,2.62
2011-06-09,United Kingdom,2607,1524,3.31
2011-06-09,Iceland,1581,897,2.64
2011-06-09,United Kingdom,2407,1346,2.79
2011-06-09,Belgium,1999,1204,2.51
2011-06-09,United Kingdom,1950,853,1.8
2011-06-09,United Kingdom,2133,1392,2.06
2011-06-09,EIRE,1912,790,1.94
2011-06-09,United Kingdom,1766,1027,4.07
2011-06-09,United Kingdom,1953,868,2.96
2011-06-09,United Kingdom,1775,1083,4.41
2011-06-09,United Kingdom,511,383,2.81
2011-06-09,United Kingdom,672,301,1.57
2011-06-09,United Kingdom,671,447,3.97
2011-06-09,United Kingdom,1421,810,4.36
2011-06-09,United Kingdom,2621,1081,2.38
2011-06-09,United Kingdom,526,292,2.51
2011-06-09,United Kingdom,100,78,4.46
2011-06-09,United Kingdom,1978,1219,3.97
2011-06-09,United Kingdom,2344,1562,3.78
2011-06-09,United Kingdom,1635,1044,1.57
2011-06-09,United Kingdom,1047,643,1.93
2011-06-09,Netherlands,1073,824,2.17
2011-06-09,United Kingdom,2272,1433,1.41
2011-06-09,United Kingdom,2325,980,3.17
2011-06-09,United Kingdom,2919,1995,3.34
2011-06-09,United Kingdom,1735,770,3.68
2011-06-09,Spain,732,298,1.82
2011-06-09,United Kingdom,2112,992,3.27
2011-06-09,United Kingdom,2260,1134,2.3
2011-06-09,United Kingdom,1695,907,1.24
2011-06-09,United Kingdom,2403,1380,1.29
2011-06-09,United Kingdom,1877,1277,3.54
2011-06-09,United Kingdom,1180,708,3.67
2011-06-09,United Kingdom,3259,2284,1.31
2011-06-09,United Kingdom,1395,732,1.29
2011-06-09,United Kingdom,1806,1300,4.35
2011-06-09,United Kingdom,2715,1495,4.12
2011-06-09,United Kingdom,565,258,2.12
2011-06-09,United Kingdom,2213,1169,3.88
2011-06-09,United Kingdom,2098,1588,3.21
2011-06-09,France,3072,1723,2.7
2011-06-09,France,234,94,4.38
2011-06-09,United Kingdom,2466,1534,3.64
2011-06-09,United Kingdom,1073,454,2.11
2011-06-09,United Kingdom,1670,740,3.31
2011-06-09,United Kingdom,2194,1236,2.28
2011-06-09,United Kingdom,1561,1000,1.42
2011-06-09,United Kingdom,447,221,4.07
2011-06-09,United Kingdom,2261,1636,3.32
2011-06-09,United Kingdom,1990,1530,2.9
2011-06-09,United Kingdom,1304,674,2.02
2011-06-09,United Kingdom,987,605,2.65
2011-06-09,United Kingdom,1932,1063,2.39
2011-06-09,United Kingdom,2084,1178,3.27
2011-06-09,United Kingdom,1824,777,1.16
2011-06-09,United Kingdom,1322,958,1.34
2011-06-09,United Kingdom,629,375,3.65
2011-06-09,United Kingdom,1605,1142,2.18
2011-06-09,United Kingdom,1277,862,2.19
2011-06-09,United Kingdom,1612,957,1.46
2011-06-09,United Kingdom,1924,1522,2.21
2011-06-09,United Kingdom,1442,922,1.19
2011-06-09,United Kingdom,3204,1899,2.13
2011-06-10,United Kingdom,1615,772,1.13
2011-06-10,United Kingdom,1477,847,4.09
2011-06-10,United Kingdom,1212,829,2.04
2011-06-10,United Kingdom,562,395,2.9
2011-06-10,United Kingdom,2231,1246,1.04
2011-06-10,United Kingdom,771,555,1.0
2011-06-10,United Kingdom,2144,1063,4.42
2011-06-10,United Kingdom,1906,1166,4.09
2011-06-10,European Community,100,46,4.15
2011-06-10,United Kingdom,1778,748,4.45
2011-06-10,United Kingdom,2079,1223,4.13
2011-06-10,United Kingdom,2868,1788,3.93
2011-06-10,United Kingdom,2559,1462,4.27
2011-06-10,United Kingdom,1704,815,2.61
2011-06-10,United Kingdom,1926,1374,1.6
2011-06-10,United Kingdom,1812,1173,4.27
2011-06-10,United Kingdom,1672,689,4.13
2011-06-10,United Kingdom,1984,1359,4.34
2011-06-10,France,1827,1217,3.34
2011-06-10,United Kingdom,1374,1005,3.49
2011-06-10,United Kingdom,2598,1534,3.72
2011-06-10,United Kingdom,533,254,1.12
2011-06-10,United Kingdom,1871,1205,2.96
2011-06-10,United Kingdom,2768,1802,2.92
2011-06-10,United Kingdom,1579,1156,4.34
2011-06-10,United Kingdom,832,661,3.95
2011-06-10,United Kingdom,1304,993,2.14
2011-06-10,United Kingdom,559,379,2.86
2011-06-10,United Kingdom,932,673,4.38
2011-06-10,United Kingdom,1129,716,3.69
2011-06-10,United Kingdom,1420,840,1.37
2011-06-10,United Kingdom,3174,2066,3.5
2011-06-10,United Kingdom,1172,767,2.46
2011-06-10,United Kingdom,1802,1365,4.36
2011-06-10,United Kingdom,946,668,2.37
2011-06-10,United Kingdom,497,293,3.96
2011-06-10,United Kingdom,2553,1703,1.64
2011-06-10,United Kingdom,1414,824,3.95
2011-06-10,United Kingdom,333,255,4.06
2011-06-10,United Kingdom,940,555,3.49
2011-06-10,United Kingdom,1971,1574,2.08
2011-06-10,United Kingdom,1266,515,3.5
2011-06-10,United Kingdom,535,243,1.42
2011-06-10,United Kingdom,100,60,1.11
2011-06-10,United Kingdom,925,381,2.99
2011-06-10,Switzerland,2927,1325,3.22
2011-06-10,United Kingdom,1776,1115,3.87
2011-06-10,United Kingdom,2285,1349,2.31
2011-06-10,United Kingdom,1121,834,4.03
2011-06-10,United Kingdom,2250,1335,3.65
2011-06-10,United Kingdom,2754,1912,2.75
2011-06-10,United Kingdom,100,73,3.75
2011-06-10,United Kingdom,2140,1018,3.44
2011-06-10,United Kingdom,326,210,1.85
2011-06-10,United Kingdom,481,289,4.11
2011-06-10,United Kingdom,2832,1232,2.11
2011-06-10,United Kingdom,2352,1852,1.35
2011-06-10,United Kingdom,1261,612,3.3
2011-06-10,United Kingdom,1622,1198,4.21
2011-06-10,United Kingdom,100,68,3.28
2011-06-10,United Kingdom,1086,466,3.42
2011-06-10,United Kingdom,2248,963,1.87
2011-06-10,United Kingdom,822,516,2.37
2011-06-10,United Kingdom,909,427,3.95
2011-06-10,United Kingdom,1622,807,1.27
2011-06-10,Germany,402,209,1.64
2011-06-10,United Kingdom,626,430,4.18
2011-06-10,United Kingdom,1180,927,1.86
2011-06-10,United Kingdom,1333,688,2.76
2011-06-10,United Kingdom,2243,1789,2.73
2011-06-10,United Kingdom,1870,1025,4.33
2011-06-10,United Kingdom,2738,2168,3.09
2011-06-10,United Kingdom,100,67,3.0
2011-06-10,United Kingdom,2398,1007,4.02
2011-06-10,United Kingdom,1770,1401,4.12
2011-06-10,United Kingdom,1413,788,2.72
2011-06-10,United Kingdom,1533,949,4.45
2011-06-10,United Kingdom,1857,897,2.57
2011-06-12,United Kingdom,1440,713,2.19
2011-06-12,United Kingdom,2614,1549,3.6
2011-06-12,United Kingdom,2516,1954,4.23
2011-06-12,France,1573,681,4.4
2011-06-12,United Kingdom,1185,853,1.31
2011-06-12,United Kingdom,1710,1199,1.18
2011-06-12,United Kingdom,2111,1249,3.5
2011-06-12,United Kingdom,2280,941,3.52
2011-06-12,United Kingdom,1756,829,4.49
2011-06-12,Germany,2115,1129,3.92
2011-06-12,United Kingdom,489,265,4.45
2011-06-12,United Kingdom,1038,775,3.42
2011-06-12,United Kingdom,844,360,3.26
2011-06-12,United Kingdom,1401,974,4.28
2011-06-12,United Kingdom,1986,1193,3.08
2011-06-12,United Kingdom,100,74,2.41
2011-06-12,United Kingdom,1998,914,3.31
2011-06-12,United Kingdom,1061,457,2.0
2011-06-12,United Kingdom,2273,1189,4.37
2011-06-12,United Kingdom,2303,1090,3.3
2011-06-12,United Kingdom,2768,1984,3.13
2011-06-12,United Kingdom,1017,776,4.33
2011-06-12,United Kingdom,1026,816,1.2
2011-06-12,United Kingdom,2442,1202,1.19
2011-06-12,United Kingdom,3791,2107,3.1
2011-06-12,United Kingdom,996,587,2.6
2011-06-12,United Kingdom,1295,634,1.15
2011-06-12,United Kingdom,1360,867,1.8
2011-06-12,United Kingdom,2638,1416,1.61
2011-06-12,United Kingdom,1471,667,1.86
2011-06-12,United Kingdom,1903,828,3.12
2011-06-12,United Kingdom,2026,824,2.98
2011-06-12,United Kingdom,2298,925,3.96
2011-06-12,United Kingdom,1599,885,1.27
2011-06-12,United Kingdom,1553,842,1.95
2011-06-12,United Kingdom,986,582,2.92
2011-06-12,United Kingdom,100,52,1.64
2011-06-12,United Kingdom,2779,1626,2.25
2011-06-12,United Kingdom,1059,811,2.36
2011-06-12,United Kingdom,1169,788,2.82
2011-06-13,United Kingdom,3096,1746,1.55
2011-06-13,United Kingdom,546,264,2.76
2011-06-13,United Kingdom,1225,856,4.19
2011-06-13,United Kingdom,1220,632,3.68
2011-06-13,United Kingdom,1932,1120,2.79
2011-06-13,United Kingdom,1996,1416,3.63
2011-06-13,United Kingdom,958,552,2.5
2011-06-13,France,649,264,1.51
2011-06-13,United Kingdom,2648,1389,1.34
2011-06-13,Germany,3403,2025,1.4
2011-06-13,EIRE,2101,983,3.16
2011-06-13,United Kingdom,100,50,4.41
2011-06-13,United Kingdom,100,55,1.54
2011-06-13,United Kingdom,1590,1262,2.34
2011-06-13,United Kingdom,897,555,2.74
2011-06-13,Germany,1055,501,4.41
2011-06-13,United Kingdom,1529,1104,3.61
2011-06-13,United Kingdom,2077,1457,3.6
2011-06-13,United Kingdom,2284,1745,3.23
2011-06-13,United Kingdom,2382,992,3.32
2011-06-13,United Kingdom,2243,1079,2.55
