InvoiceNo,ShipmentDate,DeliveryDate,Courier,ShippingCost,Status
540650,2011-01-10,2011-01-11,DHL,7.84,Delivered
540651,2011-01-10,2011-01-17,FedEx,4.72,Delivered
C540652,2011-01-12,2011-01-17,UPS,5.63,Delivered
540653,2011-01-12,2011-01-17,Hermes,6.15,Delivered
540662,2011-01-12,2011-01-14,Royal Mail,2.18,Delivered
540664,2011-01-10,2011-01-13,Hermes,3.26,Delivered
540671,2011-01-10,2011-01-15,FedEx,6.08,Delivered
540672,2011-01-12,2011-01-18,Hermes,7.81,Delivered
540673,2011-01-12,2011-01-15,Hermes,5.09,Delivered
540674,2011-01-11,2011-01-17,Royal Mail,4.92,Delivered
540675,2011-01-11,2011-01-15,UPS,4.55,Delivered
540676,2011-01-11,2011-01-15,FedEx,7.99,Delivered
540677,2011-01-12,2011-01-19,Royal Mail,6.06,Delivered
540678,2011-01-11,2011-01-15,Hermes,4.05,Delivered
540679,2011-01-11,2011-01-14,Royal Mail,3.6,Delivered
540680,2011-01-12,2011-01-19,Royal Mail,6.13,Delivered
540681,2011-01-12,2011-01-14,UPS,9.31,Delivered
540682,2011-01-10,2011-01-12,FedEx,3.83,Delivered
540683,2011-01-11,2011-01-12,Royal Mail,7.09,Delivered
540684,2011-01-10,2011-01-15,FedEx,5.37,Delivered
540685,2011-01-11,2011-01-13,Royal Mail,0.02,Delivered
540687,2011-01-10,2011-01-17,FedEx,5.83,Delivered
540688,2011-01-13,2011-01-20,DHL,8.24,Delivered
540689,2011-01-13,2011-01-17,Royal Mail,3.8,Delivered
540690,2011-01-13,2011-01-17,Hermes,8.84,Delivered
540691,2011-01-11,2011-01-15,FedEx,8.83,Delivered
540692,2011-01-13,2011-01-14,DHL,8.33,Delivered
540693,2011-01-11,2011-01-14,Hermes,6.37,Delivered
540694,2011-01-13,2011-01-17,Royal Mail,5.54,Delivered
540695,2011-01-11,2011-01-14,UPS,5.4,Delivered
540696,2011-01-12,2011-01-13,Hermes,5.02,Delivered
540697,2011-01-13,2011-01-20,Hermes,3.54,Delivered
540698,2011-01-11,2011-01-15,UPS,2.94,Delivered
540699,2011-01-13,2011-01-18,Royal Mail,5.47,Delivered
540700,2011-01-12,2011-01-18,Royal Mail,3.29,Delivered
540701,2011-01-11,2011-01-12,Royal Mail,5.51,Delivered
540702,2011-01-11,2011-01-16,Royal Mail,1.8,Delivered
540703,2011-01-13,2011-01-15,Hermes,2.89,Delivered
540704,2011-01-12,2011-01-15,UPS,2.23,Delivered
540732,2011-01-11,2011-01-13,DHL,5.32,Delivered
540750,2011-01-11,2011-01-12,DHL,4.19,Delivered
540753,2011-01-13,2011-01-20,FedEx,6.98,Delivered
540768,2011-01-12,2011-01-17,Hermes,5.18,Delivered
540769,2011-01-12,2011-01-17,FedEx,3.88,Delivered
540770,2011-01-12,2011-01-15,Royal Mail,2.09,Delivered
540777,2011-01-11,2011-01-12,DHL,4.68,Delivered
540778,2011-01-13,2011-01-20,Hermes,6.32,Delivered
540779,2011-01-11,2011-01-13,DHL,3.38,Delivered
C540780,2011-01-11,2011-01-14,DHL,3.48,Delivered
C540781,2011-01-12,2011-01-17,FedEx,2.32,Delivered
540782,2011-01-13,2011-01-18,FedEx,3.45,Delivered
C540783,2011-01-11,2011-01-12,UPS,3.61,Delivered
540785,2011-01-11,2011-01-15,DHL,7.5,Delivered
C540784,2011-01-13,2011-01-15,UPS,3.62,Delivered
C540786,2011-01-13,2011-01-15,DHL,1.6,Delivered
C540787,2011-01-12,2011-01-19,UPS,5.41,Delivered
C540788,2011-01-11,2011-01-15,DHL,5.11,Delivered
540789,2011-01-11,2011-01-12,FedEx,4.79,Delivered
C540790,2011-01-11,2011-01-16,Royal Mail,6.35,Delivered
C540791,2011-01-13,2011-01-18,FedEx,6.68,Delivered
C540792,2011-01-11,2011-01-12,DHL,5.4,Delivered
C540793,2011-01-12,2011-01-18,DHL,6.17,Delivered
540794,2011-01-12,2011-01-19,Hermes,5.03,Delivered
540795,2011-01-11,2011-01-18,FedEx,6.32,Delivered
C540796,2011-01-11,2011-01-12,DHL,2.45,Delivered
540797,2011-01-11,2011-01-14,DHL,7.43,Delivered
540798,2011-01-12,2011-01-16,DHL,3.68,Delivered
540799,2011-01-11,2011-01-16,Hermes,6.41,Delivered
540800,2011-01-12,2011-01-18,Royal Mail,8.05,Delivered
540801,2011-01-11,2011-01-18,DHL,7.81,Delivered
540802,2011-01-11,2011-01-16,UPS,4.4,Delivered
540803,2011-01-12,2011-01-18,DHL,3.36,Delivered
540809,2011-01-11,2011-01-18,Hermes,1.65,Delivered
540813,2011-01-12,2011-01-19,DHL,2.95,Delivered
C540814,2011-01-12,2011-01-14,Royal Mail,3.89,Delivered
540815,2011-01-11,2011-01-18,Hermes,3.82,Delivered
540816,2011-01-13,2011-01-17,DHL,4.5,Delivered
540817,2011-01-13,2011-01-18,Royal Mail,1.53,Delivered
540818,2011-01-11,2011-01-16,UPS,5.02,Delivered
540819,2011-01-13,2011-01-16,UPS,2.12,Delivered
C540820,2011-01-13,2011-01-17,DHL,4.16,Delivered
540821,2011-01-13,2011-01-17,UPS,6.74,Delivered
540822,2011-01-12,2011-01-15,Hermes,1.34,Delivered
540823,2011-01-13,2011-01-19,Royal Mail,7.63,Delivered
540824,2011-01-11,2011-01-13,DHL,3.6,Delivered
540825,2011-01-11,2011-01-14,UPS,5.43,Delivered
540826,2011-01-12,2011-01-17,DHL,6.78,Delivered
540827,2011-01-13,2011-01-14,DHL,4.24,Delivered
540828,2011-01-11,2011-01-14,UPS,3.56,Delivered
540829,2011-01-11,2011-01-15,Hermes,4.83,Delivered
540832,2011-01-13,2011-01-16,UPS,2.97,Delivered
540833,2011-01-12,2011-01-19,UPS,5.64,Delivered
540834,2011-01-12,2011-01-15,UPS,7.13,Delivered
540835,2011-01-12,2011-01-18,Royal Mail,5.33,Delivered
540836,2011-01-12,2011-01-13,FedEx,6.32,Delivered
C540837,2011-01-13,2011-01-14,FedEx,3.0,Delivered
540838,2011-01-11,2011-01-12,Royal Mail,5.5,Delivered
540839,2011-01-11,2011-01-14,DHL,5.24,Delivered
540840,2011-01-13,2011-01-16,FedEx,3.8,Delivered
C540841,2011-01-13,2011-01-20,FedEx,8.48,Delivered
540842,2011-01-11,2011-01-17,Hermes,12.18,Delivered
C540843,2011-01-13,2011-01-19,Hermes,4.91,Delivered
540844,2011-01-12,2011-01-13,FedEx,4.63,Delivered
C540845,2011-01-12,2011-01-16,Hermes,6.81,Delivered
C540846,2011-01-13,2011-01-14,UPS,1.59,Delivered
C540847,2011-01-11,2011-01-18,UPS,0.04,Delivered
540848,2011-01-12,2011-01-14,DHL,2.62,Delivered
540849,2011-01-14,2011-01-21,UPS,5.39,Delivered
C540850,2011-01-14,2011-01-21,UPS,4.54,Delivered
540851,2011-01-12,2011-01-16,UPS,5.71,Delivered
C540852,2011-01-12,2011-01-16,UPS,5.3,Delivered
C540853,2011-01-12,2011-01-17,DHL,4.61,Delivered
C540854,2011-01-13,2011-01-19,Royal Mail,2.07,Delivered
540855,2011-01-13,2011-01-16,DHL,5.0,Delivered
540856,2011-01-13,2011-01-17,UPS,5.25,Delivered
540857,2011-01-13,2011-01-16,Hermes,1.95,Delivered
540858,2011-01-12,2011-01-17,Royal Mail,6.02,Delivered
540859,2011-01-13,2011-01-18,Hermes,4.46,Delivered
C540860,2011-01-14,2011-01-19,UPS,6.34,Delivered
540862,2011-01-13,2011-01-14,Hermes,4.83,Delivered
540866,2011-01-13,2011-01-15,UPS,7.01,Delivered
C540895,2011-01-13,2011-01-19,FedEx,6.64,Delivered
540900,2011-01-12,2011-01-14,Royal Mail,4.43,Delivered
540906,2011-01-14,2011-01-19,UPS,3.89,Delivered
540907,2011-01-12,2011-01-14,DHL,9.65,Delivered
540908,2011-01-13,2011-01-15,DHL,7.17,Delivered
540915,2011-01-13,2011-01-19,Hermes,5.62,Delivered
C540937,2011-01-14,2011-01-15,DHL,5.29,Delivered
540939,2011-01-13,2011-01-20,UPS,0.32,Delivered
C540938,2011-01-12,2011-01-17,UPS,8.82,Delivered
540940,2011-01-13,2011-01-19,Royal Mail,1.68,Delivered
C540942,2011-01-12,2011-01-14,DHL,7.78,Delivered
540943,2011-01-13,2011-01-17,UPS,6.42,Delivered
C540944,2011-01-13,2011-01-18,DHL,7.2,Delivered
540945,2011-01-14,2011-01-20,UPS,4.96,Delivered
540946,2011-01-12,2011-01-16,Royal Mail,5.24,Delivered
540947,2011-01-13,2011-01-18,DHL,0.67,Delivered
C540948,2011-01-13,2011-01-17,UPS,4.29,Delivered
C540949,2011-01-14,2011-01-15,Royal Mail,4.03,Delivered
C540950,2011-01-13,2011-01-16,FedEx,9.01,Delivered
540951,2011-01-13,2011-01-18,DHL,3.92,Delivered
C540952,2011-01-14,2011-01-20,UPS,5.64,Delivered
540953,2011-01-13,2011-01-17,DHL,4.72,Delivered
540954,2011-01-14,2011-01-15,DHL,4.15,Delivered
540955,2011-01-12,2011-01-15,Hermes,3.84,Delivered
540957,2011-01-14,2011-01-20,DHL,9.3,Delivered
540968,2011-01-13,2011-01-17,Hermes,6.39,Delivered
540970,2011-01-12,2011-01-17,FedEx,6.32,Delivered
540971,2011-01-13,2011-01-17,DHL,4.96,Delivered
540972,2011-01-13,2011-01-14,Royal Mail,7.38,Delivered
540973,2011-01-14,2011-01-20,UPS,2.57,Delivered
540974,2011-01-12,2011-01-16,Royal Mail,7.25,Delivered
540975,2011-01-12,2011-01-15,Royal Mail,4.72,Delivered
540976,2011-01-14,2011-01-20,UPS,3.95,Delivered
540977,2011-01-13,2011-01-17,Royal Mail,7.54,Delivered
540978,2011-01-14,2011-01-18,DHL,6.45,Delivered
540979,2011-01-13,2011-01-20,FedEx,5.67,Delivered
540980,2011-01-12,2011-01-17,Royal Mail,3.97,Delivered
540981,2011-01-12,2011-01-15,Royal Mail,3.06,Delivered
540982,2011-01-12,2011-01-18,Royal Mail,4.57,Delivered
540983,2011-01-14,2011-01-17,DHL,3.83,Delivered
540984,2011-01-14,2011-01-15,Hermes,5.46,Delivered
540985,2011-01-12,2011-01-16,Royal Mail,6.89,Delivered
540986,2011-01-14,2011-01-20,Royal Mail,1.87,Delivered
540987,2011-01-13,2011-01-19,FedEx,2.46,Delivered
540990,2011-01-12,2011-01-19,UPS,5.93,Delivered
540991,2011-01-12,2011-01-14,FedEx,6.12,Delivered
540992,2011-01-12,2011-01-16,Royal Mail,4.28,Delivered
540993,2011-01-13,2011-01-16,DHL,4.69,Delivered
540994,2011-01-13,2011-01-20,DHL,4.35,Delivered
540995,2011-01-15,2011-01-17,Royal Mail,4.18,Delivered
540996,2011-01-14,2011-01-17,Hermes,5.48,Delivered
540997,2011-01-15,2011-01-17,Hermes,5.67,Delivered
540998,2011-01-14,2011-01-15,DHL,7.41,Delivered
540999,2011-01-13,2011-01-14,FedEx,4.85,Delivered
541000,2011-01-15,2011-01-18,Royal Mail,5.31,Delivered
541001,2011-01-14,2011-01-16,UPS,5.55,Delivered
541002,2011-01-14,2011-01-20,Hermes,7.88,Delivered
541003,2011-01-14,2011-01-15,Royal Mail,6.55,Delivered
541004,2011-01-15,2011-01-19,Royal Mail,3.64,Delivered
541005,2011-01-15,2011-01-20,Hermes,7.39,Delivered
541006,2011-01-15,2011-01-18,UPS,9.45,Delivered
C541007,2011-01-15,2011-01-22,DHL,3.6,Delivered
541008,2011-01-15,2011-01-18,UPS,7.47,Delivered
C541009,2011-01-13,2011-01-16,Royal Mail,2.94,Delivered
541010,2011-01-14,2011-01-19,DHL,3.33,Delivered
541011,2011-01-15,2011-01-20,Royal Mail,5.3,Delivered
541012,2011-01-13,2011-01-16,DHL,7.75,Delivered
541013,2011-01-15,2011-01-19,DHL,4.49,Delivered
541014,2011-01-14,2011-01-18,FedEx,4.52,Delivered
541015,2011-01-13,2011-01-15,UPS,5.16,Delivered
541018,2011-01-15,2011-01-20,UPS,5.53,Delivered
541021,2011-01-15,2011-01-18,DHL,4.49,Delivered
541038,2011-01-13,2011-01-18,UPS,7.83,Delivered
541043,2011-01-15,2011-01-22,FedEx,5.0,Delivered
541086,2011-01-15,2011-01-18,FedEx,3.56,Delivered
541087,2011-01-13,2011-01-15,Hermes,9.21,Delivered
541088,2011-01-13,2011-01-20,DHL,6.49,Delivered
C541089,2011-01-15,2011-01-22,UPS,3.74,Delivered
C541090,2011-01-15,2011-01-16,Royal Mail,4.83,Delivered
541091,2011-01-14,2011-01-15,DHL,10.89,Delivered
C541092,2011-01-13,2011-01-15,Royal Mail,7.0,Delivered
541093,2011-01-13,2011-01-18,Hermes,7.26,Delivered
541094,2011-01-13,2011-01-18,Royal Mail,0.96,Delivered
541103,2011-01-14,2011-01-20,UPS,3.8,Delivered
541104,2011-01-13,2011-01-17,DHL,7.96,Delivered
541105,2011-01-15,2011-01-17,FedEx,4.52,Delivered
541106,2011-01-15,2011-01-17,FedEx,7.13,Delivered
541107,2011-01-14,2011-01-15,FedEx,4.03,Delivered
541108,2011-01-14,2011-01-18,Hermes,5.72,Delivered
541109,2011-01-15,2011-01-21,UPS,5.24,Delivered
541110,2011-01-14,2011-01-15,UPS,1.31,Delivered
541111,2011-01-14,2011-01-21,Royal Mail,5.25,Delivered
541112,2011-01-15,2011-01-20,DHL,0.49,Delivered
541113,2011-01-15,2011-01-21,DHL,4.9,Delivered
541114,2011-01-14,2011-01-17,UPS,7.23,Delivered
541115,2011-01-15,2011-01-20,UPS,5.98,Delivered
C541117,2011-01-14,2011-01-16,DHL,5.47,Delivered
541118,2011-01-13,2011-01-14,Royal Mail,7.09,Delivered
541119,2011-01-15,2011-01-19,UPS,2.53,Delivered
541120,2011-01-15,2011-01-19,FedEx,3.72,Delivered
541121,2011-01-16,2011-01-17,UPS,6.14,Delivered
541122,2011-01-14,2011-01-15,UPS,6.08,Delivered
541123,2011-01-15,2011-01-18,FedEx,4.51,Delivered
541124,2011-01-16,2011-01-22,UPS,3.73,Delivered
541125,2011-01-14,2011-01-20,UPS,3.56,Delivered
541126,2011-01-15,2011-01-21,DHL,5.03,Delivered
541127,2011-01-15,2011-01-21,Royal Mail,5.53,Delivered
541128,2011-01-16,2011-01-22,DHL,4.84,Delivered
541129,2011-01-16,2011-01-18,FedEx,7.2,Delivered
541130,2011-01-14,2011-01-19,Hermes,8.66,Delivered
541131,2011-01-14,2011-01-15,Royal Mail,3.85,Delivered
541132,2011-01-16,2011-01-22,UPS,2.87,Delivered
541133,2011-01-14,2011-01-19,DHL,6.59,Delivered
541134,2011-01-15,2011-01-17,UPS,4.97,Delivered
541135,2011-01-16,2011-01-22,UPS,6.7,Delivered
541136,2011-01-16,2011-01-19,UPS,5.07,Delivered
541137,2011-01-14,2011-01-15,Hermes,0.46,Delivered
541138,2011-01-15,2011-01-22,DHL,4.84,Delivered
541139,2011-01-16,2011-01-20,FedEx,6.36,Delivered
541149,2011-01-14,2011-01-16,UPS,5.76,Delivered
541172,2011-01-16,2011-01-20,Hermes,5.01,Delivered
541181,2011-01-15,2011-01-21,FedEx,4.87,Delivered
C541201,2011-01-15,2011-01-17,DHL,3.78,Delivered
541202,2011-01-14,2011-01-18,DHL,4.03,Delivered
541203,2011-01-16,2011-01-23,DHL,4.98,Delivered
541204,2011-01-14,2011-01-16,Royal Mail,5.0,Delivered
541205,2011-01-14,2011-01-17,UPS,1.36,Delivered
541206,2011-01-15,2011-01-21,Hermes,7.2,Delivered
541207,2011-01-14,2011-01-17,Royal Mail,6.8,Delivered
541208,2011-01-15,2011-01-16,FedEx,5.45,Delivered
541213,2011-01-14,2011-01-18,UPS,5.19,Delivered
541214,2011-01-16,2011-01-23,Royal Mail,6.57,Delivered
541215,2011-01-14,2011-01-20,Hermes,5.09,Delivered
541216,2011-01-14,2011-01-15,DHL,4.76,Delivered
541217,2011-01-16,2011-01-21,FedEx,4.97,Delivered
541218,2011-01-15,2011-01-19,FedEx,3.56,Delivered
541219,2011-01-16,2011-01-19,FedEx,3.9,Delivered
541220,2011-01-14,2011-01-17,UPS,4.5,Delivered
541221,2011-01-15,2011-01-22,FedEx,5.47,Delivered
C541222,2011-01-14,2011-01-15,UPS,6.39,Delivered
541223,2011-01-14,2011-01-15,Hermes,3.53,Delivered
541224,2011-01-14,2011-01-21,Hermes,4.43,Delivered
541225,2011-01-14,2011-01-17,UPS,8.05,Delivered
541226,2011-01-16,2011-01-22,UPS,2.07,Delivered
541227,2011-01-14,2011-01-20,FedEx,4.73,Delivered
541228,2011-01-14,2011-01-20,FedEx,8.7,Delivered
C541229,2011-01-16,2011-01-19,UPS,1.23,Delivered
C541231,2011-01-14,2011-01-19,UPS,2.77,Delivered
C541232,2011-01-14,2011-01-17,UPS,6.62,Delivered
C541233,2011-01-15,2011-01-21,Royal Mail,4.84,Delivered
C541234,2011-01-14,2011-01-20,DHL,3.34,Delivered
C541235,2011-01-16,2011-01-21,Hermes,7.3,Delivered
541236,2011-01-14,2011-01-17,Hermes,5.47,Delivered
C541237,2011-01-15,2011-01-17,UPS,7.2,Delivered
541238,2011-01-18,2011-01-20,DHL,4.36,Delivered
541239,2011-01-16,2011-01-18,Royal Mail,9.99,Delivered
541240,2011-01-16,2011-01-18,FedEx,8.9,Delivered
541241,2011-01-17,2011-01-24,FedEx,5.29,Delivered
541242,2011-01-17,2011-01-23,Royal Mail,6.52,Delivered
541243,2011-01-18,2011-01-20,Hermes,3.44,Delivered
541244,2011-01-18,2011-01-21,DHL,3.27,Delivered
C541245,2011-01-18,2011-01-25,Hermes,6.68,Delivered
541246,2011-01-18,2011-01-24,UPS,5.72,Delivered
541247,2011-01-18,2011-01-24,Hermes,7.1,Delivered
541248,2011-01-16,2011-01-18,FedEx,4.55,Delivered
541249,2011-01-16,2011-01-19,Royal Mail,6.4,Delivered
541250,2011-01-18,2011-01-20,Royal Mail,6.17,Delivered
541251,2011-01-18,2011-01-21,DHL,8.0,Delivered
541252,2011-01-18,2011-01-24,Royal Mail,1.05,Delivered
541253,2011-01-17,2011-01-18,Hermes,1.22,Delivered
C541254,2011-01-17,2011-01-20,FedEx,4.14,Delivered
541255,2011-01-18,2011-01-25,DHL,2.31,Delivered
541256,2011-01-16,2011-01-17,UPS,4.66,Delivered
C541257,2011-01-16,2011-01-21,UPS,3.52,Delivered
541258,2011-01-17,2011-01-24,DHL,8.37,Delivered
541259,2011-01-17,2011-01-23,UPS,5.98,Delivered
541260,2011-01-18,2011-01-24,Royal Mail,6.31,Delivered
C541261,2011-01-18,2011-01-21,FedEx,1.95,Delivered
541262,2011-01-17,2011-01-24,Hermes,4.95,Delivered
541263,2011-01-17,2011-01-23,DHL,1.88,Delivered
541264,2011-01-17,2011-01-18,FedEx,5.1,Delivered
541265,2011-01-16,2011-01-23,DHL,7.7,Delivered
541266,2011-01-16,2011-01-22,Royal Mail,1.19,Delivered
541267,2011-01-17,2011-01-24,UPS,4.76,Delivered
541268,2011-01-19,2011-01-26,DHL,3.33,Delivered
541269,2011-01-17,2011-01-22,UPS,3.43,Delivered
541270,2011-01-18,2011-01-25,UPS,7.57,Delivered
541271,2011-01-18,2011-01-19,Hermes,4.76,Delivered
541272,2011-01-17,2011-01-23,Hermes,3.39,Delivered
541273,2011-01-18,2011-01-19,DHL,3.42,Delivered
541274,2011-01-17,2011-01-24,FedEx,8.17,Delivered
541275,2011-01-18,2011-01-24,DHL,3.09,Delivered
541276,2011-01-18,2011-01-21,DHL,3.99,Delivered
541277,2011-01-17,2011-01-19,DHL,4.98,Delivered
541278,2011-01-19,2011-01-26,Hermes,4.73,Delivered
541279,2011-01-17,2011-01-23,DHL,0.93,Delivered
541280,2011-01-19,2011-01-26,DHL,8.99,Delivered
541281,2011-01-17,2011-01-18,FedEx,6.24,Delivered
541282,2011-01-17,2011-01-18,Hermes,4.8,Delivered
541283,2011-01-19,2011-01-22,Hermes,3.96,Delivered
541285,2011-01-19,2011-01-23,DHL,5.46,Delivered
C541284,2011-01-17,2011-01-18,DHL,3.65,Delivered
541286,2011-01-19,2011-01-21,UPS,6.03,Delivered
541287,2011-01-19,2011-01-26,Royal Mail,5.69,Delivered
541288,2011-01-19,2011-01-23,FedEx,1.06,Delivered
541289,2011-01-19,2011-01-25,UPS,4.32,Delivered
541290,2011-01-17,2011-01-18,UPS,5.75,Delivered
541291,2011-01-19,2011-01-25,Hermes,5.42,Delivered
541292,2011-01-19,2011-01-23,FedEx,7.63,Delivered
541293,2011-01-19,2011-01-25,Royal Mail,5.35,Delivered
541294,2011-01-18,2011-01-24,UPS,3.78,Delivered
541302,2011-01-18,2011-01-23,DHL,5.59,Delivered
541316,2011-01-19,2011-01-21,UPS,5.42,Delivered
541357,2011-01-19,2011-01-20,UPS,2.67,Delivered
541362,2011-01-19,2011-01-23,Royal Mail,4.14,Delivered
541370,2011-01-19,2011-01-26,Hermes,1.41,Delivered
541371,2011-01-19,2011-01-20,DHL,4.1,Delivered
541391,2011-01-19,2011-01-20,DHL,6.99,Delivered
541400,2011-01-17,2011-01-22,UPS,2.65,Delivered
541405,2011-01-18,2011-01-19,Royal Mail,5.94,Delivered
541406,2011-01-17,2011-01-18,Hermes,5.98,Delivered
541407,2011-01-18,2011-01-25,Royal Mail,5.89,Delivered
541408,2011-01-18,2011-01-21,Hermes,5.52,Delivered
541409,2011-01-17,2011-01-21,Royal Mail,5.01,Delivered
541410,2011-01-19,2011-01-26,FedEx,5.61,Delivered
541411,2011-01-19,2011-01-24,UPS,6.48,Delivered
541412,2011-01-18,2011-01-23,FedEx,6.79,Delivered
541413,2011-01-19,2011-01-24,Hermes,5.23,Delivered
541414,2011-01-17,2011-01-19,Royal Mail,5.88,Delivered
C541415,2011-01-17,2011-01-19,FedEx,5.86,Delivered
541417,2011-01-17,2011-01-22,Hermes,3.91,Delivered
C541416,2011-01-17,2011-01-22,FedEx,4.45,Delivered
C541418,2011-01-18,2011-01-19,Hermes,8.18,Delivered
541420,2011-01-18,2011-01-21,UPS,4.3,Delivered
541421,2011-01-18,2011-01-19,FedEx,4.03,Delivered
541422,2011-01-19,2011-01-23,DHL,4.25,Delivered
541423,2011-01-19,2011-01-22,DHL,4.83,Delivered
541424,2011-01-19,2011-01-22,Hermes,2.96,Delivered
541425,2011-01-20,2011-01-22,UPS,1.9,Delivered
541426,2011-01-18,2011-01-21,UPS,1.26,Delivered
541427,2011-01-18,2011-01-19,FedEx,8.56,Delivered
541428,2011-01-18,2011-01-23,Royal Mail,4.18,Delivered
541429,2011-01-19,2011-01-25,Royal Mail,3.13,Delivered
541430,2011-01-19,2011-01-22,FedEx,7.17,Delivered
541431,2011-01-19,2011-01-20,Royal Mail,7.85,Delivered
541432,2011-01-19,2011-01-21,UPS,8.34,Delivered
C541433,2011-01-18,2011-01-20,Hermes,3.96,Delivered
541434,2011-01-20,2011-01-23,Hermes,6.01,Delivered
541435,2011-01-20,2011-01-23,Hermes,2.91,Delivered
541436,2011-01-19,2011-01-24,FedEx,1.67,Delivered
541439,2011-01-18,2011-01-21,UPS,2.34,Delivered
541473,2011-01-18,2011-01-21,Hermes,1.08,Delivered
541474,2011-01-19,2011-01-23,Hermes,3.68,Delivered
541479,2011-01-18,2011-01-21,Royal Mail,3.77,Delivered
541480,2011-01-20,2011-01-22,DHL,2.09,Delivered
541481,2011-01-19,2011-01-24,FedEx,8.04,Delivered
541482,2011-01-19,2011-01-25,DHL,6.05,Delivered
541483,2011-01-20,2011-01-25,UPS,4.66,Delivered
541484,2011-01-19,2011-01-26,UPS,3.77,Delivered
541485,2011-01-20,2011-01-23,FedEx,7.32,Delivered
541486,2011-01-20,2011-01-27,DHL,4.29,Delivered
541487,2011-01-19,2011-01-25,Royal Mail,6.93,Delivered
541488,2011-01-19,2011-01-26,Royal Mail,4.34,Delivered
541489,2011-01-20,2011-01-21,Royal Mail,4.4,Delivered
541490,2011-01-18,2011-01-23,Royal Mail,0.22,Delivered
541491,2011-01-18,2011-01-24,FedEx,2.8,Delivered
C541492,2011-01-18,2011-01-22,Hermes,4.22,Delivered
541493,2011-01-20,2011-01-22,UPS,1.96,Delivered
541494,2011-01-20,2011-01-25,Royal Mail,5.04,Delivered
541495,2011-01-19,2011-01-20,Hermes,6.39,Delivered
541496,2011-01-18,2011-01-24,UPS,8.51,Delivered
541497,2011-01-20,2011-01-25,FedEx,5.12,Delivered
C541498,2011-01-20,2011-01-26,Hermes,8.28,Delivered
C541499,2011-01-18,2011-01-23,UPS,7.92,Delivered
541500,2011-01-20,2011-01-22,DHL,4.34,Delivered
C541501,2011-01-18,2011-01-21,DHL,0.08,Delivered
C541502,2011-01-19,2011-01-23,UPS,4.58,Delivered
C541503,2011-01-18,2011-01-21,Royal Mail,3.42,Delivered
541504,2011-01-20,2011-01-27,Royal Mail,7.57,Delivered
541505,2011-01-19,2011-01-22,UPS,4.63,Delivered
541506,2011-01-20,2011-01-26,Hermes,6.33,Delivered
541507,2011-01-19,2011-01-21,FedEx,9.56,Delivered
541508,2011-01-20,2011-01-27,Royal Mail,2.82,Delivered
541509,2011-01-19,2011-01-24,UPS,5.2,Delivered
541510,2011-01-19,2011-01-22,FedEx,5.08,Delivered
541511,2011-01-19,2011-01-20,Royal Mail,3.12,Delivered
541513,2011-01-19,2011-01-22,Royal Mail,7.59,Delivered
C541512,2011-01-18,2011-01-22,UPS,5.79,Delivered
541516,2011-01-18,2011-01-22,Royal Mail,7.32,Delivered
541517,2011-01-20,2011-01-21,DHL,5.18,Delivered
541518,2011-01-20,2011-01-24,FedEx,3.49,Delivered
541519,2011-01-20,2011-01-23,UPS,6.93,Delivered
541520,2011-01-20,2011-01-21,UPS,3.45,Delivered
541521,2011-01-21,2011-01-28,UPS,5.98,Delivered
541522,2011-01-20,2011-01-21,FedEx,6.59,Delivered
541523,2011-01-21,2011-01-23,Royal Mail,5.21,Delivered
541524,2011-01-20,2011-01-24,FedEx,5.53,Delivered
541525,2011-01-19,2011-01-21,DHL,9.8,Delivered
541530,2011-01-20,2011-01-21,UPS,3.38,Delivered
541552,2011-01-20,2011-01-25,UPS,5.97,Delivered
541564,2011-01-20,2011-01-27,UPS,1.99,Delivered
541565,2011-01-21,2011-01-27,UPS,8.41,Delivered
541566,2011-01-19,2011-01-21,DHL,8.7,Delivered
541567,2011-01-20,2011-01-25,Royal Mail,5.16,Delivered
541568,2011-01-21,2011-01-28,FedEx,3.54,Delivered
541569,2011-01-20,2011-01-25,Royal Mail,3.49,Delivered
541570,2011-01-20,2011-01-21,UPS,5.66,Delivered
541571,2011-01-19,2011-01-24,DHL,4.83,Delivered
C541572,2011-01-20,2011-01-27,Royal Mail,3.72,Delivered
C541573,2011-01-20,2011-01-26,DHL,3.94,Delivered
541574,2011-01-20,2011-01-26,Royal Mail,3.17,Delivered
541575,2011-01-21,2011-01-27,Hermes,4.01,Delivered
541576,2011-01-21,2011-01-27,DHL,4.17,Delivered
541584,2011-01-19,2011-01-20,DHL,3.7,Delivered
541585,2011-01-19,2011-01-21,UPS,5.93,Delivered
C541586,2011-01-19,2011-01-24,DHL,5.54,Delivered
541587,2011-01-20,2011-01-25,FedEx,5.35,Delivered
541588,2011-01-21,2011-01-27,DHL,5.37,Delivered
C541589,2011-01-19,2011-01-24,UPS,7.07,Delivered
541590,2011-01-21,2011-01-22,FedEx,6.46,Delivered
541591,2011-01-20,2011-01-26,UPS,6.21,Delivered
541592,2011-01-19,2011-01-22,Royal Mail,5.03,Delivered
541593,2011-01-21,2011-01-27,FedEx,5.06,Delivered
541594,2011-01-19,2011-01-22,UPS,4.49,Delivered
541595,2011-01-20,2011-01-22,FedEx,7.68,Delivered
541596,2011-01-20,2011-01-23,FedEx,4.7,Delivered
541596,2011-01-19,2011-01-25,Hermes,5.85,Delivered
541597,2011-01-19,2011-01-22,FedEx,4.9,Delivered
