ProductKey,StockCode,Description,UnitPrice,Category,Supplier,Brand,LaunchDate,ReorderLevel
12091,84228,HEN HOUSE W CHICK STANDING,0.83,Misc,"Brown, Wilson and Vargas",KitchenAid,2022-12-16,125
12431,84596F,SMALL MARSHMALLOWS PINK BOWL,0.83,Misc,"Williams, Henry and Davis",Reebok,2025-10-05,112
2998,21722,SWEET PUDDING STICKER SHEET,0.83,Misc,Estes LLC,KitchenAid,2023-12-24,76
11254,47593B,SCOTTIE DOGS BABY BIB,0.83,Misc,Rodriguez LLC,Sony,2024-06-11,157
11743,79190A,RETRO PLASTIC 70'S TRAY,0.83,Misc,Martin-Wells,Adidas,2024-03-06,102
13426,85049H,URBAN BLACK RIBBONS ,0.83,Misc,"Christensen, Eaton and Johnston",Bose,2025-08-12,159
13809,85169B,BLACK LOVE BIRD CANDLE,0.83,Misc,Fuller-Mendoza,Reebok,2024-04-04,134
2420,21508,VINTAGE KID DOLLY CARD ,0.83,Misc,"Shields, Clements and Craig",Microsoft,2022-12-08,147
3899,22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.83,Misc,"Sparks, Allen and Henry",HP,2024-03-05,13
6541,22616,PACK OF 12 LONDON TISSUES ,0.83,Misc,"Miller, Wells and Bauer",Microsoft,2024-10-09,30
9033,23167,SMALL CERAMIC TOP STORAGE JAR ,0.83,Misc,"Cook, Gonzalez and Lynch",Canon,2024-07-27,96
9472,23281,FOLDING BUTTERFLY MIRROR RED  ,0.83,Misc,Crawford LLC,Nike,2025-04-07,144
11096,47344B,BLUE FLOWER DES PURSE,0.83,Misc,White LLC,H&M,2023-10-24,171
13695,85131C,BEADED CRYSTAL HEART BLUE ON STICK,0.83,Home Decor,Salinas LLC,HP,2025-03-25,145
14924,90214F,"LETTER ""F"" BLING KEY RING",0.83,Misc,Diaz and Sons,Zara,2023-03-27,190
1256,21088,SET/6 FRUIT SALAD PAPER CUPS,0.83,Kitchen,Clark-Kirk,Levi’s,2023-02-07,69
1584,21197,MULTICOLOUR  CONFETTI IN TUBE,0.83,Misc,Nelson-Chavez,LG,2023-07-03,151
1956,21329,DINOSAURS  WRITING SET ,0.83,Misc,Robinson and Sons,LG,2025-07-05,180
2410,21506,"FANCY FONT BIRTHDAY CARD, ",0.83,Misc,Kent-Freeman,Crocs,2024-03-28,17
4806,22230,JIGSAW TREE WITH WATERING CAN,0.83,Misc,"Wright, Lewis and Chung",HP,2024-01-01,92
6167,22536,MAGIC DRAWING SLATE PURDEY,0.83,Misc,"Gilbert, Ryan and Nelson",Adidas,2022-12-23,64
6174,22538,MINI JIGSAW GO TO THE FAIR,0.83,Misc,Harrington Group,Puma,2024-06-09,189
6444,22597,MUSICAL ZINC HEART DECORATION ,0.83,Home Decor,Mcfarland Inc,Puma,2024-05-21,31
8453,22995,TRAVEL CARD WALLET SUKI,0.83,Misc,Davis Ltd,JBL,2024-08-22,50
8488,23006,TRAVEL CARD WALLET FLOWER MEADOW,0.83,Misc,Anderson-Faulkner,Unilever,2024-09-06,25
1716,21224,SET/4 SKULL BADGES,0.83,Misc,"Nelson, Cannon and Sanchez",Puma,2024-07-06,174
11939,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",0.83,Kitchen,"Wheeler, Brown and Carrillo",Adidas,2023-12-09,12
14956,90214N,"LETTER ""N"" BLING KEY RING",0.83,Misc,"Benitez, Pratt and Garrett",KitchenAid,2024-08-04,67
395,20654,FIRST CLASS LUGGAGE TAG ,0.83,Misc,Fernandez-Richardson,Reebok,2023-12-24,145
2152,21401,BLUE PUDDING SPOON,0.83,Misc,Marsh Inc,Puma,2023-03-04,175
2156,21402,RED  EGG  SPOON,0.83,Misc,"Bradley, Henry and Rodriguez",Microsoft,2025-05-06,50
4707,22208,WOOD STAMP SET THANK YOU,0.83,Misc,Wilson LLC,Apple,2023-09-01,190
4991,22280,POCKET BAG PINK PAISELY BROWN SPOT,0.83,Misc,Johnson LLC,Reebok,2025-05-11,79
6277,22559,SEASIDE FLYING DISC,0.83,Misc,"Davis, Salas and Gonzales",Beats,2024-07-18,16
7063,22715,CARD WEDDING DAY,0.83,Misc,Contreras LLC,Levi’s,2025-05-18,178
11796,79406,FROSTED WHITE BASE ,0.83,Misc,"Wilson, Acosta and Edwards",IKEA,2024-10-26,130
1003,20980,36 PENCILS TUBE POSY,0.83,Misc,Moore Group,Apple,2024-04-13,95
3894,22030,SWALLOWS GREETING CARD,0.83,Misc,Carr Inc,LG,2023-06-19,58
3974,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,0.83,Home Decor,Payne-Morrison,Panasonic,2023-03-23,23
5252,22340,NOEL GARLAND PAINTED ZINC ,0.83,Misc,Adams-Young,Nike,2023-06-28,129
6214,22547,MINI JIGSAW DINOSAUR ,0.83,Misc,"Allen, Whitehead and Conrad",Zara,2025-08-25,166
8462,22998,TRAVEL CARD WALLET KEEP CALM,0.83,Misc,Wallace-Jordan,Zara,2024-01-05,183
9748,23354,6 GIFT TAGS 50'S CHRISTMAS ,0.83,Misc,Baker PLC,IKEA,2025-07-01,103
10222,23507,MINI PLAYING CARDS BUFFALO BILL ,0.83,Misc,Mendoza-Nielsen,Crocs,2023-04-02,148
10592,23697,A PRETTY THANK YOU CARD,0.83,Misc,Hubbard and Sons,Adidas,2024-07-03,42
11388,51014L,"FEATHER PEN,LIGHT PINK",0.83,Lighting,"Bentley, Miller and Moody",JBL,2023-12-21,68
13237,85017A,ENVELOPE 50 ROMANTIC IMAGES,0.83,Misc,Davis Group,Nestle,2023-06-14,141
13968,85199S,SMALL HANGING IVORY/RED WOOD BIRD,0.83,Misc,"Willis, Martinez and Andrade",Nestle,2024-03-01,164
3203,21809,CHRISTMAS HANGING TREE WITH BELL,0.83,Misc,"Dominguez, Lambert and Lopez",Levi’s,2024-02-02,58
3912,22037,ROBOT BIRTHDAY CARD,0.83,Misc,Mitchell Group,Lenovo,2025-04-08,74
4720,22210,WOOD STAMP SET BEST WISHES,0.83,Misc,Stone PLC,Whirlpool,2025-07-22,154
6359,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.83,Misc,Roberts-Wells,H&M,2025-08-27,64
9478,23282,FOLDING MIRROR IVORY ,0.83,Misc,Miller-Carter,Zara,2023-07-21,86
10731,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.83,Kitchen,"Barrera, Martin and Stewart",Dell,2023-03-22,50
12105,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",0.83,Misc,Dunlap-Wood,Levi’s,2025-10-15,133
13541,85095,THREE CANVAS LUGGAGE TAGS,0.83,Misc,"Gibbs, Gilbert and Flores",AmazonBasics,2023-10-29,152
1071,21015,DARK BIRD HOUSE TREE DECORATION,0.83,Misc,Strickland LLC,Puma,2023-02-17,116
6197,22544,MINI JIGSAW SPACEBOY,0.83,Misc,Brown-Freeman,Microsoft,2023-10-21,153
7630,22820,GIFT BAG BIRTHDAY,0.83,Misc,"White, Robinson and Nguyen",Philips,2024-11-22,110
8996,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,0.83,Misc,Brown-Cisneros,Crocs,2024-03-28,139
11383,51014C,"FEATHER PEN,COAL BLACK",0.83,Misc,Dean-Lynn,Nike,2023-08-03,108
12390,84569D,PACK 6 HEART/ICE-CREAM PATCHES,0.83,Home Decor,"Clark, Spencer and Sherman",Crocs,2023-06-16,22
13159,84993a,75 GREEN PETIT FOUR CASES,0.83,Misc,Mcfarland PLC,HP,2025-02-21,73
416,20659,ECONOMY LUGGAGE TAG,0.83,Misc,"Mullen, Richardson and Young",KitchenAid,2024-07-02,142
635,20731,POSY CANDY BAG,0.83,Misc,"Jacobs, Powell and Berry",Puma,2023-08-04,168
1718,21226,POCKET MIRROR WOODLAND,0.83,Misc,Arias Inc,Microsoft,2025-07-08,83
2430,21518,BANK ACCOUNT  GREETING  CARD ,0.83,Misc,Willis-Burns,Zara,2025-07-16,110
3695,21943,CAKES AND RABBITS DESIGN FLANNEL ,0.83,Misc,"Travis, Watkins and King",Bose,2024-06-01,46
3802,21982,PACK OF 12 SUKI TISSUES ,0.83,Misc,Fisher Inc,Nestle,2024-11-15,158
6195,22543,MINI JIGSAW BAKE A CAKE ,0.83,Misc,Harris and Sons,Nestle,2023-06-02,186
8264,22954,HEN PARTY CORDON BARRIER TAPE,0.83,Misc,"Love, Marshall and Cunningham",Reebok,2023-05-05,92
10774,35915C,PEACH KNITTED HEN ,0.83,Misc,Collins PLC,ASUS,2024-10-27,154
10798,35923,CANDY HEART HANGING DECORATION,0.83,Home Decor,Mitchell-Richards,AmazonBasics,2024-07-15,77
444,20669,RED HEART LUGGAGE TAG,0.83,Home Decor,Johnston Inc,Philips,2023-08-01,38
1094,21028,NINJA RABBIT BLACK,0.83,Misc,Jackson PLC,ASUS,2023-08-23,171
4893,22257,FELT FARM ANIMAL SHEEP,0.83,Misc,Calderon-Sherman,Puma,2024-12-21,101
5563,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,0.83,Misc,Lane-Fernandez,Apple,2024-04-14,30
8258,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,0.83,Misc,"Burgess, Solis and Banks",Apple,2023-12-21,47
12318,84531B,BLUE KNITTED EGG COSY,0.83,Misc,Johnson-Robertson,Bose,2023-12-09,110
14931,90214H,"LETTER ""H"" BLING KEY RING",0.83,Misc,Duran-Booth,AmazonBasics,2024-04-11,48
437,20666,ECONOMY HOLIDAY PURSE,0.83,Misc,Gibson-Simmons,HP,2022-11-10,73
1076,21025,SPACE FROG,0.83,Misc,Johnson-Wolfe,IKEA,2024-06-03,79
1183,21062,PARTY INVITES SPACEMAN,0.83,Misc,Ramirez Inc,Microsoft,2025-07-29,60
3263,21823,PAINTED METAL HEART WITH HOLLY BELL,0.83,Home Decor,Martinez-Hamilton,Philips,2023-10-13,85
5933,22481,BLACK TEA TOWEL CLASSIC DESIGN,0.83,Kitchen,Gray-Long,Crocs,2024-06-28,146
11485,72051S,BAG OF SILVER STONES,0.83,Misc,"Jarvis, Williams and French",Levi’s,2023-05-19,115
12442,84596J,MIXED NUTS LIGHT GREEN BOWL,0.83,Lighting,"Lewis, Pineda and Murray",JBL,2025-06-22,106
14970,90214S,"LETTER ""S"" BLING KEY RING",0.83,Misc,Thompson LLC,Lenovo,2022-11-27,138
566,20716,PARTY FOOD SHOPPER BAG,0.83,Misc,Powers PLC,Zara,2023-01-01,43
2402,21504,SKULLS GREETING CARD,0.83,Misc,Barker-Taylor,H&M,2025-07-31,105
4386,22135,MINI LADLE LOVE HEART PINK,0.83,Home Decor,Garcia Inc,Philips,2024-07-26,160
6154,22533,MAGIC DRAWING SLATE BAKE A CAKE ,0.83,Misc,Ali Ltd,ASUS,2025-03-26,44
7057,22713,CARD I LOVE LONDON ,0.83,Misc,Shelton LLC,Apple,2024-06-06,150
7068,22716,CARD CIRCUS PARADE,0.83,Misc,Simpson Group,Nike,2024-08-13,104
9288,23225,CHERUB HEART DECORATION SILVER ,0.83,Home Decor,Malone-White,Whirlpool,2025-10-03,19
9841,23379,PACK OF 12 RED APPLE TISSUES,0.83,Misc,"King, Warren and Manning",Sony,2024-09-04,92
10586,23694,PAISLEY PARK CARD,0.83,Misc,"Doyle, Duncan and Walker",Reebok,2025-09-19,124
10828,35964,FOLKART CLIP ON STARS,0.83,Misc,Robinson-Baker,Samsung,2025-10-23,115
11376,51014A,"FEATHER PEN,HOT PINK",0.83,Misc,"Simmons, Larson and Logan",Crocs,2023-06-08,140
13155,84993A,75 GREEN PETIT FOUR CASES,0.83,Misc,"Juarez, Davis and Robinson",ASUS,2025-05-10,129
14938,90214I,"LETTER ""I"" BLING KEY RING",0.83,Misc,"Mitchell, Drake and Mitchell",Beats,2024-09-02,175
4896,22258,FELT FARM ANIMAL RABBIT,0.83,Misc,Roberts-Price,Beats,2025-05-14,146
4902,22259,FELT FARM ANIMAL HEN,0.83,Misc,"Burnett, Parker and Martinez",Panasonic,2023-03-06,34
6186,22541,MINI JIGSAW LEAP FROG,0.83,Misc,Cook-Hernandez,Apple,2023-02-18,79
11391,51014c,"FEATHER PEN,COAL BLACK",0.83,Misc,Perez Group,Canon,2024-09-21,26
13483,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,0.83,Misc,White-Rios,Nestle,2025-04-17,28
13504,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,0.83,Misc,Harris Group,Dell,2024-07-04,88
14939,90214J,"LETTER ""J"" BLING KEY RING",0.83,Misc,"Acevedo, Perez and Lambert",Dell,2025-02-27,11
1031,20992,JAZZ HEARTS PURSE NOTEBOOK,0.83,Home Decor,Smith-Serrano,Apple,2025-05-17,130
1704,21221,SET/4 BADGES CUTE CREATURES,0.83,Misc,"Vazquez, Fletcher and Parsons",Vans,2025-04-07,45
1708,21222,SET/4 BADGES BEETLES,0.83,Misc,Wilson Group,KitchenAid,2024-07-27,167
4723,22211,WOOD STAMP SET FLOWERS,0.83,Misc,Kennedy-Garcia,LG,2025-08-27,18
10620,35095A,BLUE VICTORIAN FABRIC OVAL BOX,0.83,Misc,Lee-Morales,Dell,2025-07-30,69
11947,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",0.83,Kitchen,Sanchez-Wright,Puma,2022-11-22,35
11950,82613D,METAL SIGN CUPCAKE SINGLE HOOK,0.83,Kitchen,"Foster, Diaz and Miller",Crocs,2023-01-02,184
14908,90214B,"LETTER ""B"" BLING KEY RING",0.83,Misc,Freeman-Wood,JBL,2025-10-12,194
155,16168M,FUNKY MONKEY GIFT BAG MEDIUM,0.83,Misc,Daugherty-West,Dell,2025-02-24,153
186,16219,HOUSE SHAPE PENCIL SHARPENER,0.83,Misc,Vazquez PLC,ASUS,2024-02-02,96
1066,21014,SWISS CHALET TREE DECORATION ,0.83,Misc,Hess-Mosley,Microsoft,2024-02-11,43
2002,21358,TOAST ITS - HAPPY BIRTHDAY,0.83,Misc,Leonard PLC,Apple,2024-03-04,150
10725,35810A,ENAMEL PINK COFFEE CONTAINER,0.83,Kitchen,Anderson PLC,Bose,2024-02-22,172
541,20707,CRAZY DAISY HEART DECORATION,0.83,Home Decor,Houston and Sons,Panasonic,2025-02-15,93
817,20835,FRENCH LATTICE CUSHION COVER ,0.83,Home Decor,"Holmes, Bell and Rogers",Nike,2024-09-14,34
1277,21096,SET/6 FRUIT SALAD  PAPER PLATES,0.83,Misc,Payne-Hernandez,Vans,2025-06-30,176
2415,21507,"ELEPHANT, BIRTHDAY CARD, ",0.83,Misc,"Smith, Nguyen and Aguilar",Levi’s,2024-10-10,193
2917,21703,BAG 125g SWIRLY MARBLES,0.83,Misc,Berg-Perez,Crocs,2023-04-14,25
8466,22999,TRAVEL CARD WALLET VINTAGE LEAF,0.83,Misc,"Estrada, Jones and Ellis",AmazonBasics,2025-06-15,197
9453,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.83,Misc,"Melton, Wells and Ward",Unilever,2022-11-03,127
10845,35967,FOLK ART METAL STAR T-LIGHT HOLDER,0.83,Lighting,"Contreras, Jones and Smith",Apple,2023-10-25,141
11980,84016,FLAG OF ST GEORGE CAR FLAG,0.83,Misc,Thompson-Pham,Bose,2024-06-29,163
1091,21027,NINJA RABBIT PINK,0.83,Misc,"Thompson, Brown and Kramer",Whirlpool,2024-05-04,104
3902,22032,BOTANICAL LILY GREETING CARD,0.83,Misc,Smith PLC,Puma,2024-04-20,90
7076,22718,CARD CAT AND TREE ,0.83,Misc,Phillips-Smith,Puma,2023-04-10,106
7614,22817,CARD SUKI BIRTHDAY,0.83,Misc,Green Group,AmazonBasics,2025-10-09,38
8460,22997,TRAVEL CARD WALLET UNION JACK,0.83,Misc,Wilson Group,Unilever,2025-02-14,97
9276,23221,REINDEER HEART DECORATION SILVER,0.83,Home Decor,Mcknight PLC,H&M,2022-11-28,81
9467,23280,FOLDING MIRROR HOT PINK ,0.83,Misc,Fuentes-Scott,Samsung,2024-11-07,198
10228,23509,MINI PLAYING CARDS FUN FAIR ,0.83,Misc,"Williams, Clark and Powell",Reebok,2023-07-13,74
11406,62097B,BLUE STRIPES SHOULDER BAG,0.83,Misc,"Terry, Mitchell and Davis",IKEA,2023-10-09,141
11530,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,0.83,Lighting,"Smith, Knight and Stephens",H&M,2025-07-05,65
13867,85175,CACTI T-LIGHT CANDLES,0.83,Lighting,Hammond Ltd,Beats,2025-03-06,51
1105,21031,SPACE CADET BLACK,0.83,Misc,King Inc,Nike,2025-02-24,51
2159,21403,BLUE EGG  SPOON,0.83,Misc,Ford-Kaiser,Zara,2023-08-31,96
3868,22024,RAINY LADIES BIRTHDAY CARD,0.83,Misc,Rivera and Sons,Vans,2023-02-17,167
3872,22025,RING OF ROSES BIRTHDAY CARD,0.83,Misc,Davis Ltd,Panasonic,2024-01-07,154
6170,22537,MAGIC DRAWING SLATE DINOSAUR,0.83,Misc,"Morton, Lin and Navarro",Crocs,2025-05-27,100
12416,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.83,Misc,Reid PLC,Unilever,2025-04-16,163
1954,21328,BALLOONS  WRITING SET ,0.83,Misc,"Wilson, Rodriguez and King",Reebok,2024-05-20,76
2109,21389,IVORY HANGING DECORATION  BIRD,0.83,Misc,Gray PLC,Vans,2023-11-20,107
3710,21946,PARTY TIME DESIGN FLANNEL,0.83,Misc,"Flynn, Martinez and Marshall",H&M,2024-08-01,45
3910,22035,VINTAGE CARAVAN GREETING CARD ,0.83,Misc,"Garcia, Aguirre and Anderson",Bose,2025-09-23,166
4709,22209,WOOD STAMP SET HAPPY BIRTHDAY,0.83,Misc,Jones-Thompson,Vans,2023-11-05,65
12119,84251G,"GREETING CARD, OVERCROWDED POOL.",0.83,Misc,Daniel Group,Vans,2024-06-23,59
869,20868,SILVER FABRIC MIRROR,0.83,Misc,Morris-Galvan,Sony,2025-08-01,112
3692,21942,SKULLS DESIGN FLANNEL,0.83,Misc,Morrow-Watson,ASUS,2025-09-06,144
6135,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,0.83,Misc,Costa Inc,Unilever,2024-11-22,190
7631,22821,GIFT BAG PSYCHEDELIC APPLES,0.83,Misc,Clark Ltd,Sony,2025-04-16,177
9451,23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,0.83,Misc,Dixon-Cooper,Beats,2024-06-02,81
10767,35914,PINK CHICK EGG WARMER + EGG CUP,0.83,Kitchen,"Adkins, Mejia and Bowman",Crocs,2024-12-09,165
11470,71495A,CD WALL TIDY BLUE OFFICE,0.83,Misc,Murray-Chavez,Samsung,2024-08-29,69
11473,71495B,CD WALL TIDY RED FLOWERS,0.83,Misc,Ingram-Reyes,Apple,2023-06-04,44
572,20717,STRAWBERRY SHOPPER BAG,0.83,Misc,"Young, Morgan and Wood",LG,2025-09-18,90
3581,21916,SET 12 RETRO WHITE CHALK STICKS,0.83,Misc,Dunn and Sons,AmazonBasics,2025-03-25,189
6178,22539,MINI JIGSAW DOLLY GIRL,0.83,Misc,"Short, Harrell and Johnson",Nestle,2023-09-03,175
8484,23005,TRAVEL CARD WALLET I LOVE LONDON,0.83,Misc,"Hughes, Herrera and Hendrix",Nestle,2025-07-04,44
8865,23122,PARTY CHARMS 50 PIECES,0.83,Misc,Holloway Group,Whirlpool,2023-05-31,90
10759,35911B,PINK/FLOWER RABBIT EGG WARMER ,0.83,Misc,Cohen-Cross,Microsoft,2023-01-30,181
10772,35915B,BLUE KNITTED HEN ,0.83,Misc,Page and Sons,H&M,2022-12-23,61
14976,90214T,"LETTER ""T"" BLING KEY RING",0.83,Misc,"Avery, Rodriguez and Wells",Whirlpool,2025-02-22,58
5538,22396,MAGNETS PACK OF 4 RETRO PHOTO,0.83,Misc,Robinson LLC,LG,2023-11-06,80
6203,22545,MINI JIGSAW BUNNIES,0.83,Misc,Garrett and Sons,Panasonic,2024-10-05,46
8589,23038,T-LIGHT HOLDER SILVER SAUCER,0.83,Lighting,Wagner LLC,Nestle,2024-07-13,195
9279,23222,CHRISTMAS TREE HANGING GOLD,0.83,Misc,"Morgan, Sanders and Steele",Vans,2024-05-07,115
10191,23499,SET 12 VINTAGE DOILY CHALK ,0.83,Misc,"Adams, Coleman and Hunt",ASUS,2022-11-25,194
10218,23506,MINI PLAYING CARDS SPACEBOY ,0.83,Misc,Bowman PLC,Bose,2022-11-17,124
196,16225,RATTLE SNAKE EGGS,0.83,Misc,"Kirby, Weber and Smith",HP,2024-09-17,44
354,20617,FIRST CLASS PASSPORT COVER ,0.83,Misc,Costa-Kemp,Canon,2025-07-15,66
2273,21455,PAINTED YELLOW WOODEN DAISY,0.83,Misc,Little PLC,LG,2025-05-15,90
3865,22023,EMPIRE BIRTHDAY CARD,0.83,Misc,"Edwards, Walker and Barry",Microsoft,2025-04-02,168
3905,22033,BOTANICAL ROSE GREETING CARD,0.83,Misc,Roach Group,Lenovo,2024-04-14,150
3906,22034,ROBIN CHRISTMAS CARD,0.83,Misc,Perez-Johnson,Puma,2024-09-27,188
8448,22994,TRAVEL CARD WALLET RETROSPOT,0.83,Misc,"Miller, Jackson and Willis",JBL,2024-06-11,63
10113,23474,WOODLAND SMALL BLUE FELT HEART,0.83,Home Decor,Fitzgerald Inc,Samsung,2025-09-29,132
10231,23510,MINI PLAYING CARDS GYMKHANA,0.83,Misc,"Thomas, Mcneil and Knight",Samsung,2023-11-07,14
12438,84596G,SMALL CHOCOLATES PINK BOWL,0.83,Misc,Kennedy-Obrien,Panasonic,2025-04-17,110
1110,21032,SPACE CADET WHITE,0.83,Misc,Scott-Rodriguez,Nestle,2025-06-06,166
1240,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,0.83,Misc,"Rodriguez, Thomas and Hancock",ASUS,2023-02-17,16
2147,21400,RED PUDDING SPOON,0.83,Misc,Huerta LLC,Whirlpool,2024-05-24,64
3362,21867,PINK UNION JACK  LUGGAGE TAG,0.83,Misc,Smith-Roberts,Beats,2023-01-09,115
3702,21945,STRAWBERRIES  DESIGN FLANNEL ,0.83,Misc,Zimmerman LLC,H&M,2024-10-06,81
4859,22248,DECORATION  PINK CHICK MAGIC GARDEN,0.83,Misc,Foster Group,Lenovo,2023-04-08,91
6350,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.83,Home Decor,Erickson PLC,Crocs,2025-02-26,170
13494,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0.83,Misc,Hammond Ltd,ASUS,2025-04-14,12
13537,85094,CANDY SPOT EGG WARMER RABBIT,0.83,Misc,"Garcia, Downs and Ortiz",Zara,2025-04-11,40
14954,90214M,"LETTER ""M"" BLING KEY RING",0.83,Misc,"Morrow, Wood and Smith",KitchenAid,2024-12-06,181
14960,90214O,"LETTER ""O"" BLING KEY RING",0.83,Misc,Ramirez and Sons,Microsoft,2025-07-10,72
14969,90214R,"LETTER ""R"" BLING KEY RING",0.83,Misc,Curtis LLC,ASUS,2025-04-22,131
135,16052,TEATIME PUSH DOWN RUBBER,0.83,Kitchen,"Newton, Rogers and Garcia",Beats,2022-12-22,26
2100,21383,PACK OF 12 STICKY BUNNIES,0.83,Misc,"Gallegos, Berry and Cook",Vans,2024-04-15,188
3284,21830,ASSORTED CREEPY CRAWLIES,0.83,Misc,"Washington, Friedman and Acevedo",Zara,2025-04-21,115
3697,21944,KITTENS DESIGN FLANNEL,0.83,Misc,"Cooke, Harrell and Williams",Levi’s,2023-05-14,95
4865,22249,DECORATION WHITE CHICK MAGIC GARDEN,0.83,Misc,"Rodriguez, Foley and Salazar",Dell,2023-05-14,59
6457,22599,CHRISTMAS MUSICAL ZINC STAR,0.83,Misc,"Daniel, Foster and Graham",Dell,2025-10-11,147
9474,23281,FOLDING MIRROR RED  ,0.83,Misc,"Blair, Morris and Watts",Dell,2023-01-07,84
10006,23433,HANGING QUILTED PATCHWORK APPLES,0.83,Misc,Vang-Smith,Nestle,2024-11-20,145
10697,35648,VINTAGE BEAD PINK PURSE ,0.83,Misc,Estrada Group,ASUS,2025-09-22,104
12097,84247G,"DECOUPAGE,GREETING CARD,",0.83,Misc,Chambers-Evans,Lenovo,2024-12-02,131
1366,21123,SET/10 IVORY POLKADOT PARTY CANDLES,0.83,Misc,Hardy Inc,AmazonBasics,2025-04-20,200
2411,21507,ELEPHANT BIRTHDAY CARD ,0.83,Misc,Levy-Rodriguez,Philips,2024-03-11,27
2441,21520,BOOZE & WOMEN GREETING CARD ,0.83,Misc,Luna and Sons,Vans,2025-02-03,173
3183,21802,CHRISTMAS TREE HEART DECORATION,0.83,Home Decor,Hernandez-Anderson,AmazonBasics,2024-04-27,117
10007,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,0.83,Misc,Barnett-Ryan,Samsung,2025-08-26,141
11438,71143,SILVER BOOK MARK WITH BEADS,0.83,Misc,Newton-Gaines,ASUS,2023-04-22,105
13373,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,0.83,Misc,"Edwards, Mayo and Garcia",Levi’s,2025-03-16,127
14919,90214D,"LETTER ""D"" BLING KEY RING",0.83,Misc,"Bean, Glenn and Sullivan",Sony,2025-09-28,185
1026,20986,BLUE CALCULATOR RULER,0.83,Misc,"Robinson, Thomas and Hernandez",H&M,2023-06-29,102
1262,21090,SET/6 COLLAGE PAPER PLATES,0.83,Misc,"Parker, Oneal and Brock",Zara,2025-08-14,144
6184,22540,MINI JIGSAW CIRCUS PARADE ,0.83,Misc,"Brown, Wright and Simon",ASUS,2025-02-11,43
7601,22814,CARD PARTY GAMES ,0.83,Misc,"Ford, Wilkerson and Delgado",Levi’s,2025-03-04,148
9829,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,0.83,Misc,Brooks-Kelly,Microsoft,2023-09-15,23
10718,35809B,ENAMEL BLUE RIM TEA CONTAINER,0.83,Kitchen,"Cook, Lee and Massey",ASUS,2024-05-17,57
11075,47013C,WINE BOTTLE DRESSING DARK BLUE,0.83,Misc,Butler-Anderson,Apple,2023-10-05,102
13493,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,0.83,Misc,Perez Inc,Bose,2024-08-13,59
13689,85131A,BEADED PEARL HEART WHITE ON STICK,0.83,Home Decor,"Chen, Brewer and Hernandez",Philips,2023-06-22,122
237,17003,BROCADE RING PURSE ,0.83,Misc,Bates-Schaefer,Zara,2023-02-25,30
647,20735,BLACK MINI TAPE MEASURE ,0.83,Misc,Brown-Bailey,Reebok,2023-04-09,88
1272,21094,SET/6 RED SPOTTY PAPER PLATES,0.83,Misc,"Flores, Fuller and Weiss",Unilever,2025-01-07,109
1595,21199,PINK  HEART CONFETTI IN TUBE,0.83,Home Decor,Morgan-Reed,Unilever,2023-02-12,70
4872,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,0.83,Misc,Johnson Inc,AmazonBasics,2024-08-09,17
13937,85186A,EASTER BUNNY GARLAND OF FLOWERS,0.83,Misc,"Beck, Williams and Roberts",ASUS,2023-07-18,187
13942,85186C,BUNNY EGG GARLAND,0.83,Misc,Johnson and Sons,Panasonic,2025-03-13,110
638,20733,GOLD MINI TAPE MEASURE ,0.83,Misc,"Graham, Sanchez and Hall",AmazonBasics,2023-12-08,151
1696,21219,SET/4 BADGES BALLOON GIRL,0.83,Misc,Wu-Smith,Beats,2024-08-27,196
3893,22029,SPACEBOY BIRTHDAY CARD,0.83,Misc,Morrison Group,Whirlpool,2023-02-18,25
4854,22247,BUNNY DECORATION MAGIC GARDEN,0.83,Misc,Robinson Group,Crocs,2024-12-07,88
7072,22717,CARD DOG AND BALL ,0.83,Misc,"Yang, Jackson and Barrera",Zara,2023-02-22,177
7626,22819,"BIRTHDAY CARD, RETRO SPOT",0.83,Misc,Wall PLC,Lenovo,2023-02-16,164
