InvoiceNo,ShippingKey
542146,2619
544481,4960
536586,29
C539857,2410
544695,3922
541588,541
537831,1095
545156,2964
544662,3895
539859,372
537774,1140
544694,1983
540252,3448
536998,1019
541107,1495
543998,4896
537823,1143
537771,3186
545313,979
545048,3927
545049,3941
538663,4204
536847,21
540472,1479
C543659,2768
539353,4342
542609,606
539651,2398
543753,2812
544303,3850
C543109,4741
542516,1647
538870,2349
543134,2700
C540057,3431
544888,1959
C544279,2830
544554,1922
537678,2216
540409,4416
545151,2000
544111,2819
544779,4948
543371,740
540460,1445
C541825,2559
543467,2789
537458,173
537237,1084
539320,1375
538193,2189
538198,2251
544794,2926
537799,4174
544302,3881
C542916,4705
536416,2044
C542714,3676
541172,2533
539593,3341
537400,4035
537419,2117
539410,4357
542514,575
541430,1546
542543,4645
543651,1816
544754,3877
C540307,1462
540973,4529
538558,196
543172,2740
538640,3227
545057,3950
542930,4739
C538110,205
545080,2952
539645,3378
544129,2874
544480,2901
544612,4938
537057,57
545000,1984
537198,2177
C538889,3242
542360,3662
540241,392
542579,2662
543639,2777
C538971,3318
540188,384
C541863,4648
537384,2144
541600,2581
537128,4060
543625,791
541238,494
539739,2386
537461,3157
C543918,823
538149,4215
537889,1234
538079,3145
543382,1794
536412,4020
538651,228
542387,3619
539249,1277
C539066,3261
544394,846
537615,4107
538654,4231
543988,3841
C537651,1069
541597,1550
C538088,2187
539470,3328
542552,3658
543924,1880
C537807,3199
537859,3201
540467,1429
538857,2260
537454,3182
541830,1603
544806,1936
C542639,1733
537855,2199
539933,3398
537887,4133
C538813,4250
544112,2858
538125,3146
538166,3147
545218,2997
539217,4340
540822,2485
542931,2734
536920,102
543657,1817
536370,2077
542353,3650
543374,4805
538136,1191
C542730,1698
543095,2738
540149,3421
C542383,4630
543805,771
538668,4205
C536814,1074
C541498,2579
542872,3707
544341,1917
539729,2385
542085,1651
538202,3206
538358,241
537369,2194
C543835,2835
543596,782
545051,4965
541208,1500
539440,2333
C539486,1407
543910,2806
544353,2860
C544560,1907
544668,1926
543529,2775
545018,2908
537136,3058
537682,4111
538437,1196
539493,4347
543631,4829
543163,3724
545148,4967
540173,3433
541702,3579
543604,1827
C539655,4307
543472,4801
544445,871
C543745,759
543180,1769
539728,2384
536514,3982
540568,4440
537815,1142
544301,3814
540551,2496
536806,53
544335,2853
541225,4506
538592,1324
542143,1655
C542376,1680
542415,4631
536602,1056
538993,1340
540498,2493
C542798,2716
C539602,4360
545044,1978
538067,3170
543350,4804
C543706,2786
539404,318
542892,1718
538576,2254
542556,3630
540475,430
539461,4346
C538123,1122
540507,2494
542401,591
536579,3048
540362,1463
543380,1793
C537234,148
541473,2543
541136,4523
536587,43
538203,222
536863,1077
545223,963
539111,1343
543670,1846
537404,2179
541568,1599
544086,4899
541481,1566
537466,2098
540645,3482
C544436,4918
540258,1421
536752,3015
543002,675
545185,3964
C536807,4056
C539055,4225
539991,1384
542719,2639
545153,2995
536808,4093
537866,4151
543057,701
C540171,1426
540984,2488
545333,4990
543916,4832
536941,3025
539758,4383
540027,1419
542899,1688
542800,630
545321,3932
537194,3150
539642,1351
544325,1898
540277,3449
541947,4635
538308,240
537016,3055
541114,4501
C541586,530
C538105,1236
540060,2427
537452,3194
539764,4385
540947,476
C543818,812
543799,2814
C538083,1149
540420,2421
C542091,2603
537207,3075
543751,4814
539482,337
544452,872
C542232,1624
540000,3420
543471,1822
C537756,3116
539718,350
542425,641
539597,1380
541287,3575
543173,657
545039,913
537804,2217
541851,1581
536747,4024
